id,year,rank,overall_pick,team,player,college,years_active,games,minutes_played,points,total_rebounds,assists,field_goal_percentage,3_point_percentage,free_throw_percentage,average_minutes_played,points_per_game,average_total_rebounds,average_assists,win_shares,win_shares_per_48_minutes,box_plus_minus,value_over_replacement
1458,2014,16,16,CHI,Jusuf Nurkić,,8,411,9815,5015,3513,903,0.5,0.232,0.672,23.9,12.2,8.5,2.2,23.3,0.114,0.5,6.1
1459,2014,17,17,BOS,James Young,Kentucky,4,95,812,219,96,28,0.367,0.277,0.563,8.5,2.3,1,0.3,0.8,0.046,-3.4,-0.3
1460,2014,18,18,PHO,Tyler Ennis,Syracuse,4,186,2336,779,250,359,0.419,0.317,0.768,12.6,4.2,1.3,1.9,1.3,0.026,-3.4,-0.8
1461,2014,19,19,CHI,Gary Harris,Michigan State,8,468,13473,5526,1162,965,0.448,0.363,0.812,28.8,11.8,2.5,2.1,20.8,0.074,-1.4,2.1
1462,2014,20,20,TOR,Bruno Caboclo,,7,105,1293,442,268,72,0.403,0.308,0.836,12.3,4.2,2.6,0.7,1.5,0.054,-2.7,-0.2
1463,2014,21,21,OKC,Mitch McGary,Michigan,2,52,557,227,183,17,0.527,0,0.58,10.7,4.4,3.5,0.3,1.3,0.108,-2.6,-0.1
1464,2014,22,22,MEM,Jordan Adams,UCLA,2,32,263,101,30,19,0.402,0.385,0.607,8.2,3.2,0.9,0.6,0.4,0.07,1.7,0.2
1465,2014,23,23,UTA,Rodney Hood,Duke,8,448,10977,4656,1160,736,0.42,0.366,0.841,24.5,10.4,2.6,1.6,17.4,0.076,-1.2,2.2
1466,2014,24,24,CHH,Shabazz Napier,UConn,6,345,5986,2433,657,849,0.397,0.345,0.815,17.4,7.1,1.9,2.5,8.1,0.065,-0.7,2
1467,2014,25,25,HOU,Clint Capela,,8,471,12614,5851,5023,465,0.624,0,0.527,26.8,12.4,10.7,1,52.9,0.201,2,12.8
1468,2014,26,26,MIA,P.J. Hairston,UNC,2,111,2000,664,266,59,0.343,0.295,0.81,18,6,2.4,0.5,0.9,0.021,-3.9,-1
1469,2014,27,27,PHO,Bogdan Bogdanović,,5,316,9041,4501,1083,1073,0.439,0.384,0.822,28.6,14.2,3.4,3.4,16.2,0.086,0.4,5.5
1470,2014,28,28,LAC,C.J. Wilcox,Washington,3,66,376,132,31,30,0.37,0.333,0.813,5.7,2,0.5,0.5,0.1,0.007,-4.3,-0.2
1471,2014,29,29,OKC,Josh Huestis,Stanford,3,76,1068,187,180,23,0.346,0.312,0.24,14.1,2.5,2.4,0.3,0.7,0.03,-3.5,-0.4
1472,2014,30,30,SAS,Kyle Anderson,UCLA,8,505,10583,3366,2220,1167,0.476,0.334,0.711,21,6.7,4.4,2.3,27,0.122,1.7,10
1473,2014,31,31,MIL,Damien Inglis,,1,20,156,36,31,10,0.351,0.231,0.875,7.8,1.8,1.6,0.5,-0.1,-0.024,-5.6,-0.1
1474,2014,32,32,PHI,K.J. McDaniels,Clemson,3,148,2092,782,324,95,0.412,0.29,0.776,14.1,5.3,2.2,0.6,1.3,0.03,-2.8,-0.4
1475,2014,33,33,CLE,Joe Harris,Virginia,8,414,10601,4584,1344,679,0.483,0.439,0.78,25.6,11.1,3.2,1.6,20.5,0.093,-0.5,3.9
1476,2014,34,34,NYK,Cleanthony Early,Wichita State,2,56,801,241,123,42,0.346,0.263,0.75,14.3,4.3,2.2,0.8,-0.6,-0.039,-5.9,-0.8
1477,2014,35,35,UTA,Jarnell Stokes,Tennessee,3,28,151,67,40,7,0.581,,0.531,5.4,2.4,1.4,0.3,0.6,0.202,0.1,0.1
1478,2014,36,36,MIL,Johnny O'Bryant,LSU,4,147,1684,509,352,69,0.402,0.36,0.663,11.5,3.5,2.4,0.5,0.2,0.006,-6.2,-1.8
1479,2014,37,37,TOR,DeAndre Daniels,UConn,,,,,,,,,,,,,,,,,
1480,2014,38,38,DET,Spencer Dinwiddie,Colorado,8,387,10206,5042,1167,1933,0.411,0.322,0.791,26.4,13,3,5,22.5,0.106,0.3,6
1481,2014,39,39,PHI,Jerami Grant,Syracuse,8,555,14454,6329,2189,747,0.452,0.349,0.723,26,11.4,3.9,1.3,28.1,0.093,-0.4,5.7
1482,2014,40,40,MIN,Glenn Robinson III,Michigan,7,304,5299,1804,776,238,0.457,0.373,0.779,17.4,5.9,2.6,0.8,7.9,0.071,-1.7,0.4
1483,2014,41,41,DEN,Nikola Jokić,,7,527,16018,10364,5456,3281,0.542,0.345,0.83,30.4,19.7,10.4,6.2,79.6,0.239,8.9,44
1484,2014,42,42,HOU,Nick Johnson,Arizona,1,28,262,74,39,11,0.347,0.238,0.68,9.4,2.6,1.4,0.4,-0.1,-0.02,-6.5,-0.3
1485,2014,43,43,ATL,Edy Tavares,,2,13,101,33,32,4,0.625,,0.273,7.8,2.5,2.5,0.3,0.2,0.118,-0.4,0
1486,2014,44,44,MIN,Markel Brown,Oklahoma State,3,113,1794,584,234,132,0.38,0.295,0.781,15.9,5.2,2.1,1.2,1.1,0.029,-2.9,-0.4
1487,2014,45,45,CHH,Dwight Powell,Stanford,8,511,9720,3926,2349,524,0.585,0.296,0.751,19,7.7,4.6,1,38,0.188,1.3,8
1488,2014,46,46,WAS,Jordan Clarkson,Missouri,8,600,16191,9216,1971,1526,0.439,0.338,0.827,27,15.4,3.3,2.5,21.7,0.064,-0.5,6.2
1489,2014,47,47,PHI,Russ Smith,Louisville,2,27,131,53,15,19,0.319,0.188,0.769,4.9,2,0.6,0.7,-0.2,-0.068,-5.1,-0.1
1490,2014,48,48,MIL,Lamar Patterson,Pitt,2,40,435,93,57,45,0.326,0.236,0.72,10.9,2.3,1.4,1.1,0.1,0.006,-5.7,-0.4
1491,2014,49,49,CHI,Cameron Bairstow,New Mexico,2,36,167,44,36,7,0.296,0.2,0.846,4.6,1.2,1,0.2,-0.1,-0.021,-8.1,-0.3
1492,2014,50,50,PHO,Alec Brown,Green Bay,,,,,,,,,,,,,,,,,
1493,2014,51,51,NYK,Thanasis Antetokounmpo,,4,127,1159,398,250,83,0.517,0.167,0.545,9.1,3.1,2,0.7,1.8,0.075,-3.4,-0.4
1494,2014,52,52,PHI,Vasilije Micić,,,,,,,,,,,,,,,,,,
1495,2014,53,53,MIN,Alessandro Gentile,,,,,,,,,,,,,,,,,,
1496,2014,54,54,PHI,Nemanja Dangubić,,,,,,,,,,,,,,,,,,
1497,2014,55,55,MIA,Semaj Christon,Xavier,1,64,973,183,87,130,0.345,0.19,0.548,15.2,2.9,1.4,2,0.1,0.006,-5.1,-0.8
1498,2014,56,56,DEN,Devyn Marble,Iowa,2,44,457,97,69,29,0.304,0.222,0.375,10.4,2.2,1.6,0.7,-0.3,-0.028,-5.5,-0.4
1499,2014,57,57,IND,Louis Labeyrie,,,,,,,,,,,,,,,,,,
1500,2014,58,58,SAS,Jordan McRae,Tennessee,4,123,1696,846,225,167,0.417,0.355,0.772,13.8,6.9,1.8,1.4,1.7,0.048,-2.1,0
1501,2014,59,59,TOR,Xavier Thames,San Diego State,,,,,,,,,,,,,,,,,
1502,2014,60,60,SAS,Cory Jefferson,Baylor,2,58,581,205,161,16,0.444,0.125,0.583,10,3.5,2.8,0.3,0.9,0.071,-3.3,-0.2
1503,2015,1,1,MIN,Karl-Anthony Towns,Kentucky,7,482,16472,11170,5465,1486,0.527,0.397,0.833,34.2,23.2,11.3,3.1,66.1,0.193,4.8,28.3
1504,2015,2,2,LAL,D'Angelo Russell,Ohio State,7,424,12477,7504,1503,2370,0.42,0.356,0.781,29.4,17.7,3.5,5.6,14.4,0.055,0.5,8
1505,2015,3,3,PHI,Jahlil Okafor,Duke,6,247,4827,2566,1169,225,0.542,0.222,0.676,19.5,10.4,4.7,0.9,7.2,0.071,-2,0
1506,2015,4,4,NYK,Kristaps Porziņģis,,6,337,10386,6371,2649,537,0.444,0.353,0.82,30.8,18.9,7.9,1.6,27.1,0.125,1.7,9.6
1507,2015,5,5,ORL,Mario Hezonja,,5,330,6107,2284,1026,415,0.417,0.319,0.812,18.5,6.9,3.1,1.3,3.2,0.025,-2.8,-1.2
1508,2015,6,6,SAC,Willie Cauley-Stein,Kentucky,7,422,9276,3675,2470,598,0.544,0.188,0.612,22,8.7,5.9,1.4,23.3,0.121,-0.1,4.4
1509,2015,7,7,DEN,Emmanuel Mudiay,,6,302,7187,3299,884,1143,0.401,0.323,0.744,23.8,10.9,2.9,3.8,-0.2,-0.001,-3.2,-2.2
1510,2015,8,8,DET,Stanley Johnson,Arizona,7,419,8410,2632,1309,612,0.384,0.3,0.754,20.1,6.3,3.1,1.5,6.2,0.035,-2.8,-1.7
1511,2015,9,9,CHO,Frank Kaminsky,Wisconsin,7,377,7925,3541,1527,619,0.429,0.348,0.743,21,9.4,4.1,1.6,15.2,0.092,-0.3,3.4
1512,2015,10,10,MIA,Justise Winslow,Duke,7,315,8129,2633,1615,791,0.413,0.315,0.634,25.8,8.4,5.1,2.5,7.8,0.046,-2.1,-0.2
1513,2015,11,11,IND,Myles Turner,Texas,7,431,12379,5485,2879,513,0.489,0.349,0.768,28.7,12.7,6.7,1.2,32.8,0.127,0.6,8.2
1514,2015,12,12,UTA,Trey Lyles,Kentucky,7,449,8217,3503,1953,477,0.441,0.338,0.737,18.3,7.8,4.3,1.1,14.5,0.085,-1,2
1515,2015,13,13,PHO,Devin Booker,Kentucky,7,477,16072,11217,1865,2228,0.457,0.357,0.87,33.7,23.5,3.9,4.7,29.9,0.089,0.5,10.2
1516,2015,14,14,OKC,Cameron Payne,Murray State,7,279,4994,2132,624,905,0.421,0.362,0.83,17.9,7.6,2.2,3.2,8.2,0.079,-0.4,2
1517,2015,15,15,ATL,Kelly Oubre Jr.,Kansas,7,479,12061,5769,2074,484,0.434,0.331,0.749,25.2,12,4.3,1,17.6,0.07,-1.8,0.5
1518,2015,16,16,BOS,Terry Rozier,Louisville,7,477,12438,6039,1866,1509,0.417,0.376,0.822,26.1,12.7,3.9,3.2,24,0.093,0.6,8.2
1519,2015,17,17,MIL,Rashad Vaughn,UNLV,3,139,1671,423,158,75,0.337,0.313,0.692,12,3,1.1,0.5,-0.6,-0.017,-4.7,-1.2
1520,2015,18,18,HOU,Sam Dekker,Wisconsin,5,201,3097,1094,607,160,0.478,0.288,0.606,15.4,5.4,3,0.8,5.4,0.083,-1.4,0.5
1521,2015,19,19,WAS,Jerian Grant,Notre Dame,5,279,4998,1692,530,805,0.411,0.323,0.77,17.9,6.1,1.9,2.9,8.3,0.08,-1.6,0.5
1522,2015,20,20,TOR,Delon Wright,Utah,7,411,8577,2952,1318,1246,0.453,0.354,0.799,20.9,7.2,3.2,3,22.8,0.128,2.1,8.9
1523,2015,21,21,DAL,Justin Anderson,Virginia,6,242,3280,1284,621,184,0.41,0.292,0.775,13.6,5.3,2.6,0.8,4.9,0.072,-1.5,0.4
1524,2015,22,22,CHI,Bobby Portis,Arkansas,7,453,9837,5021,2995,537,0.47,0.383,0.752,21.7,11.1,6.6,1.2,21.1,0.103,-0.6,3.5
1525,2015,23,23,POR,Rondae Hollis-Jefferson,Arizona,6,305,6759,2760,1684,579,0.449,0.212,0.735,22.2,9,5.5,1.9,12.9,0.091,-0.7,2.3
1526,2015,24,24,CLE,Tyus Jones,Duke,7,455,8377,2807,799,1691,0.435,0.352,0.818,18.4,6.2,1.8,3.7,19.3,0.111,0.4,5.1
1527,2015,25,25,MEM,Jarell Martin,LSU,4,184,2927,998,639,114,0.434,0.346,0.766,15.9,5.4,3.5,0.6,3.2,0.053,-4.3,-1.7
1528,2015,26,26,SAS,Nikola Milutinov,,,,,,,,,,,,,,,,,,
1529,2015,27,27,LAL,Larry Nance Jr.,Wyoming,7,396,9527,3210,2577,747,0.529,0.333,0.689,24.1,8.1,6.5,1.9,24.4,0.123,1,7.3
1530,2015,28,28,BOS,R.J. Hunter,Georgia State University,4,45,395,133,46,19,0.371,0.295,0.818,8.8,3,1,0.4,0.4,0.051,-2,0
1531,2015,29,29,BRK,Chris McCullough,Syracuse,3,59,532,194,112,15,0.426,0.306,0.548,9,3.3,1.9,0.3,0.6,0.054,-2.5,-0.1
1532,2015,30,30,GSW,Kevon Looney,UCLA,7,367,6014,1721,1750,498,0.567,0.172,0.606,16.4,4.7,4.8,1.4,20.4,0.163,-0.2,2.7
1533,2015,31,31,MIN,Cedi Osman,,5,327,7998,3269,1055,699,0.423,0.349,0.718,24.5,10,3.2,2.1,7.3,0.044,-2.4,-0.8
1534,2015,32,32,HOU,Montrezl Harrell,Louisville,7,458,9864,5900,2429,642,0.62,0.117,0.662,21.5,12.9,5.3,1.4,40.7,0.198,2.9,12.1
1535,2015,33,33,BOS,Jordan Mickey,LSU,3,64,482,152,128,17,0.449,0.118,0.605,7.5,2.4,2,0.3,0.5,0.05,-4.8,-0.3
1536,2015,34,34,LAL,Anthony Brown,Stanford,3,41,762,161,103,28,0.328,0.286,0.85,18.6,3.9,2.5,0.7,-0.2,-0.016,-5.1,-0.6
1537,2015,35,35,PHI,Willy Hernangómez,,6,306,4691,2262,1802,331,0.534,0.309,0.702,15.3,7.4,5.9,1.1,14.6,0.15,0.1,2.5
1538,2015,36,36,MIN,Rakeem Christmas,Syracuse,2,30,225,63,57,4,0.467,,0.724,7.5,2.1,1.9,0.1,0.5,0.105,-4.7,-0.2
1539,2015,37,37,PHI,Richaun Holmes,Bowling Green,7,376,7923,3605,2167,403,0.605,0.256,0.746,21.1,9.6,5.8,1.1,26.6,0.161,0.4,4.8
1540,2015,38,38,DET,Darrun Hilliard,Villanova,3,91,859,295,85,71,0.377,0.304,0.747,9.4,3.2,0.9,0.8,0.3,0.016,-4.7,-0.6
1541,2015,39,39,CHO,Juan Pablo Vaulet,,,,,,,,,,,,,,,,,,
1542,2015,40,40,MIA,Josh Richardson,Tennessee,7,438,13032,5270,1377,1172,0.428,0.365,0.839,29.8,12,3.1,2.7,23.8,0.088,-0.4,5.2
1543,2015,41,41,BRK,Pat Connaughton,Notre Dame,7,417,7717,2469,1392,521,0.445,0.365,0.797,18.5,5.9,3.3,1.2,18.1,0.112,0,3.9
1544,2015,42,42,UTA,Olivier Hanlan,Boston College,,,,,,,,,,,,,,,,,
1545,2015,43,43,IND,Joe Young,Oregon,3,127,1077,429,130,119,0.393,0.296,0.768,8.5,3.4,1,0.9,0.4,0.016,-4.1,-0.6
1546,2015,44,44,PHO,Andrew Harrison,Kentucky,3,145,2987,1012,287,399,0.373,0.294,0.779,20.6,7,2,2.8,3.2,0.051,-2.8,-0.6
1547,2015,45,45,BOS,Marcus Thornton,William & Mary,,,,,,,,,,,,,,,,,
1548,2015,46,46,MIL,Norman Powell,UCLA,7,421,9423,4776,1088,625,0.463,0.384,0.831,22.4,11.3,2.6,1.5,19.5,0.099,-0.1,4.4
1549,2015,47,47,PHI,Artūras Gudaitis,,,,,,,,,,,,,,,,,,
1550,2015,48,48,OKC,Dakari Johnson,Kentucky,1,31,161,55,34,8,0.564,,0.55,5.2,1.8,1.1,0.3,0.6,0.178,-0.3,0.1
1551,2015,49,49,WAS,Aaron White,Iowa,,,,,,,,,,,,,,,,,
1552,2015,50,50,ATL,Marcus Eriksson,,,,,,,,,,,,,,,,,,
1553,2015,51,51,ORL,Tyler Harvey,Eastern Washington,,,,,,,,,,,,,,,,,
1554,2015,52,52,DAL,Satnam Singh,,,,,,,,,,,,,,,,,,
1555,2015,53,53,CLE,Sir'Dominic Pointer,St. John's,,,,,,,,,,,,,,,,,
1556,2015,54,54,UTA,Dani Díez,,,,,,,,,,,,,,,,,,
1557,2015,55,55,SAS,Cady Lalanne,UMass,,,,,,,,,,,,,,,,,
1558,2015,56,56,NOP,Branden Dawson,Michigan State,1,6,29,5,4,0,0.4,,1,4.8,0.8,0.7,0,0,0.069,-5.7,0
1559,2015,57,57,DEN,Nikola Radičević,,,,,,,,,,,,,,,,,,
1560,2015,58,58,PHI,J.P. Tokoto,UNC,,,,,,,,,,,,,,,,,
1561,2015,59,59,ATL,Dimitrios Agravanis,,,,,,,,,,,,,,,,,,
1562,2015,60,60,PHI,Luka Mitrović,,,,,,,,,,,,,,,,,,
1563,2016,1,1,PHI,Ben Simmons,LSU,4,275,9326,4382,2217,2127,0.56,0.147,0.597,33.9,15.9,8.1,7.7,30.4,0.156,3.7,13.5
1564,2016,2,2,LAL,Brandon Ingram,Duke,6,368,12080,6812,1896,1412,0.461,0.36,0.769,32.8,18.5,5.2,3.8,18.7,0.074,-0.3,5.2
1565,2016,3,3,BOS,Jaylen Brown,California,6,403,11559,6644,1994,822,0.473,0.373,0.712,28.7,16.5,4.9,2,24.5,0.102,0.1,6.1
1566,2016,4,4,PHO,Dragan Bender,,4,187,3755,1014,720,237,0.399,0.323,0.654,20.1,5.4,3.9,1.3,0.5,0.006,-3.9,-1.9
1567,2016,5,5,MIN,Kris Dunn,Providence,6,245,5897,1995,815,1029,0.42,0.299,0.739,24.1,8.1,3.3,4.2,3.9,0.031,-2.1,-0.2
1568,2016,6,6,NOP,Buddy Hield,Oklahoma,6,468,13675,7463,2003,1180,0.43,0.398,0.865,29.2,15.9,4.3,2.5,17.1,0.06,0.1,7.3
1569,2016,7,7,DEN,Jamal Murray,Kentucky,5,345,10384,5639,1258,1322,0.446,0.367,0.878,30.1,16.3,3.6,3.8,20.8,0.096,0.3,6
1570,2016,8,8,SAC,Marquese Chriss,Washington,6,292,5338,2206,1366,298,0.456,0.29,0.667,18.3,7.6,4.7,1,6.5,0.058,-2.4,-0.5
1571,2016,9,9,TOR,Jakob Poeltl,Utah,6,416,8409,3035,2524,601,0.628,0.667,0.518,20.2,7.3,6.1,1.4,28.9,0.165,1,6.4
1572,2016,10,10,MIL,Thon Maker,,5,263,3624,1216,726,161,0.435,0.327,0.68,13.8,4.6,2.8,0.6,6.6,0.087,-2.1,-0.1
1573,2016,11,11,ORL,Domantas Sabonis,Gonzaga,6,415,11806,5961,3815,1493,0.534,0.319,0.728,28.4,14.4,9.2,3.6,34.6,0.141,1.7,11.1
1574,2016,12,12,UTA,Taurean Prince,Baylor,6,370,8936,3899,1442,647,0.416,0.371,0.815,24.2,10.5,3.9,1.7,8.3,0.045,-1.8,0.5
1575,2016,13,13,PHO,Georgios Papagiannis,,2,39,477,160,123,29,0.514,0,0.857,12.2,4.1,3.2,0.7,0.4,0.044,-3.9,-0.2
1576,2016,14,14,CHI,Denzel Valentine,Michigan State,5,256,4817,1795,857,466,0.394,0.36,0.787,18.8,7,3.3,1.8,4.5,0.044,-1.9,0.2
1577,2016,15,15,DEN,Juancho Hernangómez,,6,297,4655,1589,1008,191,0.428,0.351,0.681,15.7,5.4,3.4,0.6,8.1,0.083,-1.8,0.3
1578,2016,16,16,BOS,Guerschon Yabusele,,2,74,486,173,105,31,0.442,0.323,0.682,6.6,2.3,1.4,0.4,1.1,0.105,-1.9,0
1579,2016,17,17,MEM,Wade Baldwin,Vanderbilt,3,56,579,174,69,78,0.355,0.25,0.776,10.3,3.1,1.2,1.4,-0.3,-0.028,-5.3,-0.5
1580,2016,18,18,DET,Henry Ellenson,Marquette,5,83,787,342,206,49,0.371,0.336,0.773,9.5,4.1,2.5,0.6,0.4,0.023,-3.7,-0.3
1581,2016,19,19,DEN,Malik Beasley,Florida State,6,336,7026,3488,825,418,0.43,0.386,0.816,20.9,10.4,2.5,1.2,10.5,0.071,-0.9,2
1582,2016,20,20,IND,Caris LeVert,Michigan,6,318,8761,4649,1216,1257,0.437,0.333,0.737,27.6,14.6,3.8,4,11.9,0.065,-0.5,3.3
1583,2016,21,21,ATL,DeAndre' Bembry,Saint Joseph's,6,296,5670,1750,950,533,0.474,0.283,0.611,19.2,5.9,3.2,1.8,4.4,0.038,-2.3,-0.4
1584,2016,22,22,CHO,Malachi Richardson,Syracuse,3,70,625,198,70,24,0.358,0.301,0.783,8.9,2.8,1,0.3,-0.1,-0.009,-6.1,-0.7
1585,2016,23,23,BOS,Ante Žižić,,3,113,1517,674,446,64,0.581,,0.711,13.4,6,3.9,0.6,3.5,0.11,-2.6,-0.2
1586,2016,24,24,PHI,Timothé Luwawu-Cabarrot,,6,328,5254,1937,656,293,0.391,0.335,0.829,16,5.9,2,0.9,4.7,0.043,-4,-2.7
1587,2016,25,25,LAC,Brice Johnson,UNC,2,21,107,47,34,3,0.449,0,0.6,5.1,2.2,1.6,0.1,0.1,0.062,-0.6,0
1588,2016,26,26,PHI,Furkan Korkmaz,,5,256,4794,2016,574,344,0.405,0.355,0.769,18.7,7.9,2.2,1.3,7.1,0.071,-1.8,0.3
1589,2016,27,27,TOR,Pascal Siakam,New Mexico State,6,400,11780,6290,2522,1241,0.489,0.328,0.774,29.5,15.7,6.3,3.1,33.3,0.136,1.8,11.1
1590,2016,28,28,PHO,Skal Labissière,Kentucky,4,148,2595,1069,662,152,0.492,0.353,0.748,17.5,7.2,4.5,1,4.4,0.081,-2.3,-0.2
1591,2016,29,29,SAS,Dejounte Murray,Washington,5,320,8257,3993,1920,1540,0.455,0.33,0.771,25.8,12.5,6,4.8,16.4,0.096,1.8,7.8
1592,2016,30,30,GSW,Damian Jones,Vanderbilt,6,199,3035,1117,685,163,0.665,0.302,0.702,15.3,5.6,3.4,0.8,9.3,0.146,-0.9,0.8
1593,2016,31,31,BOS,Deyonta Davis,Michigan State,3,107,1299,454,346,47,0.599,0,0.635,12.1,4.2,3.2,0.4,3.6,0.131,-2.1,0
1594,2016,32,32,LAL,Ivica Zubac,,6,360,6846,3001,2350,410,0.597,0.1,0.754,19,8.3,6.5,1.1,26.1,0.183,0.6,4.5
1595,2016,33,33,LAC,Cheick Diallo,Kansas,5,183,2186,958,759,78,0.596,0.286,0.774,11.9,5.2,4.1,0.4,6.3,0.139,-1.4,0.3
1596,2016,34,34,PHO,Tyler Ulis,Kentucky,3,133,2782,998,223,537,0.403,0.28,0.808,20.9,7.5,1.7,4,0.5,0.008,-3.6,-1.1
1597,2016,35,35,BOS,Rade Zagorac,,,,,,,,,,,,,,,,,,
1598,2016,36,36,MIL,Malcolm Brogdon,Virginia,6,333,10052,5159,1398,1596,0.464,0.376,0.881,30.2,15.5,4.2,4.8,24.2,0.116,1.1,7.9
1599,2016,37,37,HOU,Chinanu Onuaku,Louisville,2,6,74,18,14,4,0.583,,1,12.3,3,2.3,0.7,0.1,0.043,-5.4,-0.1
1600,2016,38,38,MIL,Patrick McCaw,UNLV,5,199,3373,760,319,270,0.42,0.305,0.785,16.9,3.8,1.6,1.4,4.4,0.062,-2.8,-0.6
1601,2016,39,39,NOP,David Michineau,,,,,,,,,,,,,,,,,,
1602,2016,40,40,NOP,Diamond Stone,Maryland,1,7,24,10,6,0,0.231,,1,3.4,1.4,0.9,0,-0.1,-0.211,-20.8,-0.1
1603,2016,41,41,ORL,Stephen Zimmerman,UNLV,1,19,108,23,35,4,0.323,,0.6,5.7,1.2,1.8,0.2,0,-0.005,-8.3,-0.2
1604,2016,42,42,UTA,Isaiah Whitehead,Seton Hall,2,89,1823,643,210,212,0.411,0.305,0.788,20.5,7.2,2.4,2.4,-0.9,-0.025,-5,-1.4
1605,2016,43,43,HOU,Zhou Qi,,2,19,125,24,22,2,0.212,0.105,0.667,6.6,1.3,1.2,0.1,-0.2,-0.093,-9.6,-0.2
1606,2016,44,44,ATL,Isaïa Cordinier,,,,,,,,,,,,,,,,,,
1607,2016,45,45,BOS,Demetrius Jackson,Notre Dame,3,26,136,48,19,17,0.486,0.286,0.667,5.2,1.8,0.7,0.7,0.2,0.087,-0.5,0.1
1608,2016,46,46,DAL,A.J. Hammons,Purdue,1,22,163,48,36,4,0.405,0.5,0.45,7.4,2.2,1.6,0.2,0,-0.001,-6.6,-0.2
1609,2016,47,47,ORL,Jake Layman,Maryland,6,243,3099,1175,417,127,0.46,0.3,0.719,12.8,4.8,1.7,0.5,3.8,0.059,-2.3,-0.2
1610,2016,48,48,CHI,Paul Zipser,,2,98,1667,458,256,82,0.371,0.335,0.769,17,4.7,2.6,0.8,0,-0.001,-5.2,-1.4
1611,2016,49,49,DET,Michael Gbinije,Syracuse,1,9,32,4,3,2,0.1,0,1,3.6,0.4,0.3,0.2,-0.1,-0.136,-12.1,-0.1
1612,2016,50,50,IND,Georges Niang,Iowa State,6,305,4454,1857,619,248,0.437,0.404,0.873,14.6,6.1,2,0.8,8.1,0.088,-1.1,1
1613,2016,51,51,BOS,Ben Bentil,Providence,1,3,10,0,2,0,0,0,,3.3,0,0.7,0,-0.1,-0.473,-25.9,-0.1
1614,2016,52,52,UTA,Joel Bolomboy,Weber State,2,18,91,31,27,2,0.545,0.2,0.5,5.1,1.7,1.5,0.1,0.3,0.132,-0.1,0
1615,2016,53,53,DEN,Petr Cornelie,,1,13,38,14,14,3,0.333,0.125,0.75,2.9,1.1,1.1,0.2,0,-0.015,-8.8,-0.1
1616,2016,54,54,ATL,Kay Felder,Oakland,2,58,526,223,59,78,0.364,0.268,0.754,9.1,3.8,1,1.3,-0.4,-0.041,-4.7,-0.4
1617,2016,55,55,BRK,Marcus Paige,UNC,1,5,28,12,4,3,0.286,0.25,1,5.6,2.4,0.8,0.6,0,-0.006,-8.8,0
1618,2016,56,56,DEN,Daniel Hamilton,UConn,2,25,232,69,52,30,0.394,0.357,0.5,9.3,2.8,2.1,1.2,0,0,-3.3,-0.1
1619,2016,57,57,MEM,Wang Zhelin,,,,,,,,,,,,,,,,,,
1620,2016,58,58,BOS,Abdel Nader,Iowa State,5,202,2583,926,376,110,0.428,0.357,0.718,12.8,4.6,1.9,0.5,2.8,0.052,-2.6,-0.4
1621,2016,59,59,SAC,Isaiah Cousins,Oklahoma,,,,,,,,,,,,,,,,,
1622,2016,60,60,UTA,Tyrone Wallace,California,4,112,1714,566,236,127,0.422,0.207,0.656,15.3,5.1,2.1,1.1,0.1,0.003,-5.2,-1.4
1623,2017,1,1,PHI,Markelle Fultz,Washington,5,131,3251,1423,425,623,0.45,0.262,0.708,24.8,10.9,3.2,4.8,3.5,0.052,-2,0
1624,2017,2,2,LAL,Lonzo Ball,UCLA,5,252,8187,2995,1447,1563,0.4,0.364,0.578,32.5,11.9,5.7,6.2,11.4,0.067,1,6.3
1625,2017,3,3,BOS,Jayson Tatum,Duke,5,365,12184,7640,2420,1106,0.456,0.383,0.844,33.4,20.9,6.6,3,35.1,0.138,2.8,14.8
1626,2017,4,4,PHO,Josh Jackson,Kansas,5,291,6718,3276,1159,534,0.416,0.292,0.68,23.1,11.3,4,1.8,-1.7,-0.012,-3.8,-3.1
1627,2017,5,5,SAC,De'Aaron Fox,Kentucky,5,322,10325,6148,1138,2005,0.462,0.32,0.725,32.1,19.1,3.5,6.2,15.7,0.073,0.1,5.4
1628,2017,6,6,ORL,Jonathan Isaac,Florida State,3,136,3512,1269,741,146,0.435,0.33,0.797,25.8,9.3,5.4,1.1,6.7,0.091,0.2,2
1629,2017,7,7,MIN,Lauri Markkanen,Arizona,5,282,8389,4339,1904,354,0.441,0.364,0.85,29.7,15.4,6.8,1.3,16.6,0.095,-0.1,4
1630,2017,8,8,NYK,Frank Ntilikina,,5,269,4804,1395,495,631,0.371,0.331,0.775,17.9,5.2,1.8,2.3,0.6,0.006,-4.1,-2.5
1631,2017,9,9,DAL,Dennis Smith Jr.,NC State,5,216,5152,2317,636,917,0.402,0.312,0.652,23.9,10.7,2.9,4.2,-0.6,-0.005,-2.3,-0.4
1632,2017,10,10,SAC,Zach Collins,Gonzaga,4,182,3193,1099,767,200,0.452,0.327,0.743,17.5,6,4.2,1.1,5.1,0.077,-2.2,-0.2
1633,2017,11,11,CHO,Malik Monk,Kentucky,5,309,6298,3176,717,627,0.424,0.355,0.83,20.4,10.3,2.3,2,5.6,0.043,-1.9,0.1
