Restaurant,Reviewer,Review,Rating,Metadata,Time,Pictures
Arena Eleven,Siddharth Devan,It's a good place to chill with friends and watch sports...A typical sportfreakzone.....food and beverages are quite reasonable and are above average.,4,"10 Reviews , 1 Follower",4/2/2019 13:00,0
Arena Eleven,Abhishek Sengupta,Had gone there for my birthday with my friends. The ambience was good. The staff was good. Food was even better. Loved the entire experience.,5,"6 Reviews , 33 Followers",3/30/2019 18:33,1
Arena Eleven,Anusha Sinha,"The food was superb!
Ordered:
Honey chilli chicken wings (twice coz it was so awesome)
Chilli prawns
Paneer tikka
Masala fries
Chipotle Chicken tikka
Chicken pizza

Althoughbthe service was a tiny bit slow, but the food was super greaattt.
Would definitely recommend you guys to go !",5,"42 Reviews , 49 Followers",3/30/2019 10:20,3
Arena Eleven,Kaushani Roy Choudhury,"It's a pretty good sports bar, so would highly recommend all the cricket lover to visit this place.
The service is pretty slow but the food is pretty standard and quantity is pretty good. Their washroom was under construction so it was a little inconvenient.
Overall pretty good.",4,"67 Reviews , 220 Followers",3/29/2019 17:25,3
Arena Eleven,Aman Agarwal,"Nice place to chill out with good food at Affordable price . The guy Abhishek took the good care of customers and service was fast. Interacted with the bar tender pauli. He was very polite, well behaved and good at making drinks.",5,"1 Review , 5 Followers",3/26/2019 21:02,0
Arena Eleven,Kalyan Moturi,"Ended up this place just before holi and it was a dry day, hardly 2 tables were occupied. Starters were really good specially chicken tikka periperi and main course was good but too oily, biryani disappointed us as there is no masala flavor just topped with paneer tikka pieces. Over all it was Just okay they need to improve on service also as I did not find staff so friendly.
Food 4
Service 3
Ambience 4",4,"58 Reviews , 58 Followers",3/26/2019 16:12,5
Arena Eleven,Vishnu Kaluvala,"Been there yesterday dinner, the place is ideal for sports lovers, it has live screening and outdoor seating tooo the service is prompt and the prices were minimal can go with 1500 bugs in pocket for 2 people .",4,"10 Reviews , 56 Followers",3/25/2019 10:12,0
Arena Eleven,Arpa Ghosh,"I visited this place with my wife on 16 March,2019.  Its located in SLN terminus. We were looking for a place to dine after our movie at Platinum, and we decided to give this place a try. Was it worth it, lets find out.

Ambiance
============
We entered this place around 10 pm on a Saturday night and this place was  literally bustling with crowd. They have several television screens set up at various nook and corners of the lounge, and all of them played sports channel, ranging from Cricket to Premier League Football. We were promptly seated at the Verandah. The view from there is quite something. We got seated in a semi lit corner. The place has a cozy feeling and good vibes. Liked it. Ratings - 4/5.

Service
============
Pathetic. Needs a lot of improvement. They took some time to produce the Menu, and then the waiter just didn't show up for the order, for next 15 minutes at-least. We ordered food and drinks. The food was delayed and drinks just did't come. We had to repeatedly ask the waiter to serve the drinks at-least, so that we can end our boredom. Luckily the food came soon after the drinks were served. When asked for the bill, they showed a mobile shot of the bill amount taken by the cashier, saying printer was faulty. Phew! Ratings - 1/5.

Food
============
Did food proved to be the Savior for the night? Read on.  We ordered a cranberry breezer, virgin mojito and couple of Pinacoladas(Yes, we took advantage of Gold membership). The virgin mojito was pathetic. Period.  The Pinacoladas were really good. We ordered for Sizzling Veg Tikka Platter, which was strictly okay.  Well the service and food really disappointed. Ratings - 3/5.

Value for Money
=============
We shelled out 1200 bucks for food and drinks, that too have taken the gold membership advantage. High pricing along with lousy service and strictly average food never go hand in hand. So no way its VFM. Ratings - 1.5/5.

Let's calculate,

Rating = (Ambiance + Service + Food + VFM)/4 = 2.375

Final Thoughts
=============
This place has all the potential to be nice a sports bar, and I feel that their service and food really needs improvement!",2,"32 Reviews , 70 Followers",3/23/2019 18:07,2
Arena Eleven,George B.,"Experience at Arena Eleven... Since it’s in SLN Terminus mall it’s not very difficult to find. It was a Friday when we had dinner here and the experience it wasn’t the best, although it could be! Place was packed by 9-9:30 pm. Definitely this place has the potential to improve and become better. One big minus point is that on a Friday evening the washroom was out of order and I had to cross all SLN third floor to get to the toilet. Ups, that’s really bad!

Ambiance is vibrant, atmosphere is good but the music is too loud! Usually I don’t mind the music but here was really difficult to have a conversation. They have screens and it’s a good place to watch some sports. There is some kind of terrace too and that’s good till the hot summer.

Service was good regarding the waiters but really slow in bringing the food out from the kitchen. They also have to change their menus or something because many items we tried to order weren’t available (like burgers, pizza, etc). On a Friday evening pizza and burgers definitely will be ordered!

When it comes to the food we had enjoyed thoroughly some items but others were just average. We had sizzling kebab platter. Chipotle and jamaican chicken and lemon and pepper fish we choose. Awesome kebabs!! Really juicy and tasty every each one of them. We had sizzling mint biryani which also was delicious. They didn’t give any mirch ka salaan, raitha or onion with the biryani, just plain but I asked for some raitha and they brought. Rice was flavoured and chicken was tender but just 4 small pieces. The let down were the rolls. We had 4 different types of rolls with fries and wedges. Maximum average on quality and taste.
The price is on the expensive side but it still worth a try, at least for the kebabs!
Food 3.5/5
Ambiance 3/5
Service 3.5/5
Value 3/5",3,"173 Reviews , 345 Followers",3/22/2019 23:43,8
Arena Eleven,Prem Kumar,"Food was awesome and the staff abhishek and jithendra was very good.
Enjoyed a Lott..please visit with your gang especially.
Must visit place....",5,1 Review,3/18/2019 22:31,0
Arena Eleven,Shreyansh Shewalkar,Awosme place for Friends and family. Food quality and taste is fantastic. If you want a lounge kind of experience it is definitely the place to be. All the staffs are friendly,5,"3 Reviews , 2 Followers",3/18/2019 20:55,0
Arena Eleven,Chandan Swain,"Awsome exprience,friday night i am over there,Abhishek good job bro.everything was excelent.food 5/4,servece 5/5,lot of verity moktel,embiance good,over all superb.",5,"2 Reviews , 11 Followers",3/18/2019 20:46,0
Arena Eleven,Bhuvan Bhatt,"One of the worst experience I had. Staff is not trained well and manager on-site is not at all worried for customer experience. Even though I booked a table, I was not provided one. Service guys are not bothered to ask if customer needs anything even if restaurant was not full. one of my ordered food was not even provided and what was provided that was stale and when asked manager was very rude with his replies. I left the restaurant in the middle as except bira beer everything was pathetic even in last Management guy declined to provide me the bill and was VERY VERY rude, waited for around 15 minutes after paying the amount just to get the bill. Avishek and ajit were the two guys handling the overall management the day I went. hope you guys have improved now and not giving same experience to others.",1,"2 Reviews , 2 Followers",3/18/2019 16:49,0
Arena Eleven,Dev Mohanty,Best place. Nice ambiance. Staff so humble specially Abhisek and nice. Best place to hang out with at the week end. Must visit. Lots of verifies in cocktails.....,5,"1 Review , 2 Followers",3/17/2019 21:24,0
Arena Eleven,Ashutosh Choudhari,"Went for lunch buffet.
Ambience was good with very nice choice of music. Night view would be very nice.
Choice of starters was limited but the taste was good. Chicken kebab with a tinge of lemon was the best. However fish was undercooked.
Surprisingly main course was quiet tasty with chicken tikka masala being the best.
On the dessert side, kheer was a spot on.
At the end i would like to tell the worst part of my experience which was the service. An utter dissapointment.
The waiter's arguing behaviour and careless service ruined my mood. I would ask the owner to please teach some basic behaviour to this waiter. I dont know his name but i think he is just ruining his fellowmates career as well.
Because the food n ambience was good, overall I would rate this 4.2/5.",4,"17 Reviews , 8 Followers",3/17/2019 16:35,0
Arena Eleven,Alekhya,"Paneer kebab was yummy
Tofu curry was ok
Naans were lip smacking
Food9/10
Ambiance was good ,can rate 8/10
Service was too late ,i rate 5/10",4,10 Reviews,3/15/2019 17:59,0
Arena Eleven,Swaroop,"Was quite skeptical about Arena Eleven, the place being a newbie.
Chose this over some top restaurants at SLN Terminus and I must say I wasn't disappointed.

The buffet has a simple menu with nearly 20 items. Food tasted decent but the desserts should be improved by miles as they create final impressions in any buffet.

Ambiance is quite good with Indoor and Outdoor seating, the place was fully packed on a Weekday afternoon.
It has 2 screens and 5 TVs for sports viewing 👍

Service could've been better, the staff seemed quite confused and unresponsive sometimes.

*The buffet offers great value only If you use the offers on Dineout*

Overall:
Food:3.75/5
Ambiance:4.5/5
Service:2.5/5
Value For Money:4/5",4,"23 Reviews , 8 Followers",3/13/2019 23:50,0
Arena Eleven,Asad Khan,Overall a good place for hanging out during cricket and football matches cause of the ambiance. The food is good as well. We had the kebab platter which was delicious. The masala French fries were hot and crispy. The egg noodles were a good option for the main course. The chicken tikka biryani was disappointing though. The Air conditioner was not open at 4 30 in the afternoon which made it a humid experience.,3,"35 Reviews , 107 Followers",3/13/2019 17:16,4
Arena Eleven,"Ashisha, The 'Bon Viveur'","Visited here during dine out offer period.

Ambiance: The ambiance here is nice and pleasant. The restaurant is a sports themed restaurant with live screenings of match. There is an outside sitting area as well with the pleasant view of the botanical gardens. T

Food: 

🥣Soup: Chicken hot and spicy soup: I have to admit that this is one the items that i loved the most of this place. There is no shortage of chicken pieces in the soup unlike other outlets and the soup is also a perfect combination of spiciness and sourness.

Starters: Honey baby corn, chicken tikka, paneer fry, fish.
🌭A

🍨 Dessert: Loved the gajar ka halwa and it was melting in mouth with the perfect sweet taste garnished with cashew nuts.
Ice cream was another item.",4,"110 Reviews , 227 Followers",3/11/2019 18:56,10
Arena Eleven,Ahmed Pasha,"We just had a lunch buffet , awesome food and friendly staff .we like baby corn , fish tikka , tangdi kebab,and gajar ka halwa, great hospitality definitely we will visit again .thank you so much",5,"2 Reviews , 1 Follower",3/10/2019 13:37,0
Arena Eleven,Naresh Adabala,Best place to hang out I am here with my friends .nice ambiance and the live screening also good. Nice food music also pretty good and best part is out side,5,"2 Reviews , 8 Followers",3/8/2019 17:21,2
Arena Eleven,Sanjay Soni,"Last Friday was awesome in arena 11.Good food and good music and the staffs are also so friendly
The out side view is so nice good place to hangout with friends",5,"1 Review , 17 Followers",3/7/2019 13:50,0
Arena Eleven,Satya,Grate buffet too good staters and music and service most try all most 9 staters is given fish and chicken most try ambiance also good sports,5,"1 Review , 1 Follower",3/5/2019 14:21,0
Arena Eleven,Srichandra Chilappagari,"Went here on a Saturday night. Decent ambience and good music. We had baby corn mushroom masala, naan and Egg Hakka Noodles. Food was not that great 👎🏻",3,"49 Reviews , 66 Followers",3/4/2019 22:36,0
Arena Eleven,CA Varsha Choudhary,"Best place to hangout on weekdays as well as weekends. Food is the best catch here. Good music, good ambeince, good feels, good location. Nice service. A must visit place.",5,"1 Review , 6 Followers",2/25/2019 22:54,0
Arena Eleven,Payal Puri,A perfect place to hang out with good service and good food! It's a bit busy during lunch hours but otherwise the place has it all that takes it to be a perfect place to eat and spend quality time with your friends or family! We tried our hands on Chicken curry and Prawns which were delicious and perfect for a Punjabi palette like mine!,5,"18 Reviews , 7 Followers",2/25/2019 13:09,2
Arena Eleven,,,,,,0
Arena Eleven,,,,,,0
Arena Eleven,,,,,,0
Arena Eleven,,,,,,0
Arena Eleven,,,,,,0
Arena Eleven,,,,,,0
Arena Eleven,,,,,,0
Arena Eleven,,,,,,0
Arena Eleven,,,,,,0
Arena Eleven,,,,,,0
Arena Eleven,,,,,,0
Arena Eleven,,,,,,0
Arena Eleven,,,,,,0
Arena Eleven,,,,,,0
Arena Eleven,,,,,,0
Cascade - Radisson Hyderabad Hitec City,Sanchari Bose,This is a nice place for family as well as official lunch and dinner.The staffs are very courteous and the manager takes personal care for all the guests which adds to the dining experience.Food is great.Not bland neither too spicy.Also a kid friendly place.,5,"1 Review , 11 Followers",5/25/2019 15:24,0
Cascade - Radisson Hyderabad Hitec City,Ron Mendes,We are staying in radisson and haveing fud daily past 20days it's awesome all staff are cooperative just want to thank chief Manoj and chief tanuirma so helping out and giving us tasty food daily and serving,5,"1 Review , 6 Followers",5/23/2019 21:33,0
Cascade - Radisson Hyderabad Hitec City,Yashodhara Sharma,"Wonderfully ambience, the food is amazing, just like the amazing food, chef manoj, madhura and Tanurima are equally amazing. The buffet is versatile, delicious and tempting. Dont miss out the deserts",5,"1 Review , 1 Follower",5/23/2019 20:59,0
Cascade - Radisson Hyderabad Hitec City,Rajesh Bhosale,Its quite good to have food .. and manoj chef was awsome while serving the food and friendly and genuine chef 😊 all must Visit this place to see the decor and the place is very nice to have dinner with your loved ones,5,1 Review,5/23/2019 20:47,0
Cascade - Radisson Hyderabad Hitec City,Prerna,"So, it's our first time in Hyderabad and we thought of having a great meal at Radisson! We visited Cascade and much to our disappointment we found the food not even close to being great! The vegetarian spread was very less with just 4 starters and that too of similar type! Non vegetarian variety was better than vegetarian but was also not up to the mark. Thought of making peace with the situation by hoping that the desserts would at least be nice, but they too weren't nice.
One of the worst experiences of all times!
To top it all, the air conditioner was not working ! Definitely not going to visit again.",1,1 Review,5/22/2019 23:29,0
Cascade - Radisson Hyderabad Hitec City,Raghava Ramesh,"Went there for dinner in the weekend and had a very good experience. Their focus on customer service is highly commendable. They made sure we were comfortably seated and also made separate seating arrangement for our 1 year old child.
Courteous staff, good food has made our evening and we will certainly visit again.",5,"7 Reviews , 2 Followers",5/21/2019 18:55,0
Cascade - Radisson Hyderabad Hitec City,Ritik Bhansali,"The ambience is really good
Dal makhani is a must try
Staffs r really good
A must visit place. It can be enjoyed with both family and friends. Looking forward to visit soon",5,"3 Reviews , 1 Follower",5/16/2019 21:35,1
Cascade - Radisson Hyderabad Hitec City,Soham Chakravarty,"We went for the dinner buffet. The food spread was quite good. Liked the non-veg section more.

The hospitality was really superb and make you very comfortable.",4,"38 Reviews , 624 Followers",5/6/2019 6:31,0
Cascade - Radisson Hyderabad Hitec City,Aarti Dash,Had a wonderful birthday celebration - thanks to the excellent hospitality by Mr Saleem ( f&b manager ) and his team . Awesome ambience delicious food and most importantly personal touch . Keep it up Mr Saleem.,5,1 Review,4/19/2019 0:17,0
Cascade - Radisson Hyderabad Hitec City,Shalu Singh,"Good options for different cuisines. They have a good standardisation of taste. Indian cuisine does have good flavours and its not very spicy, as they usually have it.",4,"25 Reviews , 40 Followers",4/14/2019 23:59,0
Cascade - Radisson Hyderabad Hitec City,Vinay Singh,"I had the opportunity to be at Cascade for 4 days and I must say the food served here was of top quality and the service rendered by the staff members was very courteous and on time. 

On the fourth day, I noticed that ""Naan"" wasn't available at the counter but when I enquired it, they immediately arranged it at my seat promptly. 

Chef Tarunima was checking with all the customers and educating them on the availability of live counters. 

Overall an excellent service, looking forward to joining again with family.

Thank you for all the great work you guys do!",5,"2 Reviews , 15 Followers",4/2/2019 0:56,0
Cascade - Radisson Hyderabad Hitec City,Singhkanika.singh010,Came for Sunday brunch. Food was really nice and we liked complimentary Massage(Champi) (it was part of buffet).Service was really good.will recommend to our friends.,5,"1 Review , 1 Follower",3/31/2019 15:12,0
Cascade - Radisson Hyderabad Hitec City,Deepak Lepcha,Great food loved the food 5 star for chef narbu just tooooooo gooood fooooood dil Bhi bhar gaya pet Bhi bhar gaya thumps up for all the theam work thanks,5,"1 Review , 1 Follower",3/24/2019 21:57,0
Cascade - Radisson Hyderabad Hitec City,Padmaja Deshmukh,"Very delicious food, served very good, with staff is also excellent behavior and they are celebrated our anniversary. We are very excited and sure we are come again and again.
Thanks,
Dipak",5,1 Review,3/23/2019 20:48,0
Cascade - Radisson Hyderabad Hitec City,Vivek Nair,"Had been to this place for a team lunch two weeks ago. A very good place for team gathering, With a widespread buffet and very nice service, this place is highly recommended. The starters and main course were equally good. The variety of desserts were very nice. And the cold stone ice cream counter was wonderful. Thanks to Mr. Manoj & Mr. Salim in the restaurant who were very professional, friendly, polite and made us feel very comfortable. We thoroughly enjoyed our lunch meet.",5,"4 Reviews , 43 Followers",3/12/2019 17:24,0
Cascade - Radisson Hyderabad Hitec City,Arpit Gupta,Had lunch just there. Amazing ambience and service. Riwaz was taking care of us throughout with recommendations and options. Thoroughly recommend.,5,"2 Reviews , 6 Followers",3/10/2019 15:08,0
Cascade - Radisson Hyderabad Hitec City,Epuri Bhaskar,"Excellent food with beautiful ambiance. Also, the service provided is good. A must visit place for every foodie.. had a great time visitinh this place",5,1 Review,3/7/2019 22:47,0
Cascade - Radisson Hyderabad Hitec City,Rony Sen,"First time came for a lunch buffet, really appreciated the hospitality.. Food quality was beyond expectation and moreover always found someone beside to prompt when in need of something. Thorough Professionals.
Lastly like to thank each n every crew and Specially to Food & Beverage Manager.",5,"1 Review , 7 Followers",3/7/2019 15:27,3
Cascade - Radisson Hyderabad Hitec City,Harjeev Sabherwal,Tried the dinner buffet here and was really happy. The spread was decent with a few live counters. The food was good and the deserts were excellent. Definitely worth the money.,4,"21 Reviews , 10 Followers",3/2/2019 14:15,0
Cascade - Radisson Hyderabad Hitec City,Rakesh Pillai,"Very good place to eat.
Nice ambience.

The food was very good.
Many varieties in starters and desserts compared to other places.

Fish starters were tasty.

What was not good:
The live counter pulav and pizza was a disappointment.",5,"10 Reviews , 5 Followers",3/2/2019 7:51,0
Cascade - Radisson Hyderabad Hitec City,Vikash Shukla,Awesome that’s what I can say. It’s nice place and service is too good. Ambiance and quality of food was fabulous more over their hospitality was unmatchable.,5,"1 Review , 1 Follower",3/2/2019 6:29,0
Cascade - Radisson Hyderabad Hitec City,Aravind.kottapalli,Very Tasty food we had so far. Staff caring is good. Hospitality is very good. Me. Salim and Naresh taken good care through out our dinner time.,5,"1 Review , 1 Follower",3/1/2019 22:40,0
Cascade - Radisson Hyderabad Hitec City,George B.,"Sunday brunch experience at Cascade-Radisson. It was a mixed experience because they had things we loved but also things we hated, I’ll describe in the review.

Service was really good, one of the best. Mr. Salim and staff really did a great job to host us. Plus point for them!

Ambiance instead was a total let down, at least for us. Floor was dirty (as you can see in some pics), chairs were dirty, even the water bottle was dirty. The restaurant itself has nothing special, no atmosphere... just bland. If you want to go and have a good time and to enjoy the atmosphere this is a NO NO!

Food was on the good side. It had good spread and some really good items as fish in butter sauce or polenta with mushroom ragou. Starters were average as desserts. The best part on desserts was the fresh made waffles. All other items are usually like everywhere, salad counter, pizza and pasta counter etc. With some small exceptions has nothing special on menu but not bad on taste.

When it comes to the price for the buffet I think is too expensive. Most of the times we go out with some kind of discounts or coupons but at full price definitely not worth it!
Food 3/5
Ambiance 2/5
Service 5/5
Value 3/5",3,"173 Reviews , 345 Followers",2/24/2019 19:32,5
Cascade - Radisson Hyderabad Hitec City,Nillu,I have been this on last Sunday . I booked from dinout .i was expecting a lot fr this place scene it is a five stars hotel but i didn't feel that much good . Quality of food is ok i can say as per my experience ... Specially if you are a vegetarian then it not a good place for you ....,3,"17 Reviews , 9 Followers",2/22/2019 22:26,0
Cascade - Radisson Hyderabad Hitec City,Priyanka,"We went for a buffet at Radisson. They had varieties of dishes. So few dishes were very food and few was below average. The starters were cold, we didnt feel like eating much. Main course was quite good.. Service was amazing, the staffs were extremely polite.. They had this live counter serving alu tikki and pizza but we didnt like the pizza at all. Deserts were nice, there were so many varieties in deserts. Overall a fine experience..

Ambience-4.5/5
Food - 3/5
Service - 5/5",4,"9 Reviews , 18 Followers",2/19/2019 0:18,5
Cascade - Radisson Hyderabad Hitec City,Makarand Thengdi,Had a chance to go to Radisson Gachibowli for lunch with my family. Had a great time. Awesome food. Awesome service. Amazing staff. Best part was the dessert. Loved it.,5,"1 Review , 2 Followers",2/17/2019 17:31,0
Cascade - Radisson Hyderabad Hitec City,Aditi Mathur,The buffet was excellent and tasty .... Mr Salim helped us in getting some dishes that were not on the menu ... very nice gesture on his part ... helpful staff,5,"1 Review , 19 Followers",2/12/2019 14:58,0
Cascade - Radisson Hyderabad Hitec City,Diptanshu Jaiswal,"Wide spread of tasty buffet with very nice service. Starters and main course was equally nice. Dessert was very nice. Love ice cream counter.

Mr. Salim in restaurant was keen to make us comfortable in their esteemed restaurant. Offered us soft drinks which was not a part of buffet. While leaving even packed pastries for our kid.

Looking forward to visit soon.",5,"94 Reviews , 262 Followers",2/10/2019 21:42,5
Cascade - Radisson Hyderabad Hitec City,Saif Khan,"Had a good lunch buffet in your hotel. Very polite and supportive staff, enjoyed every dish pver here , especially Salim , who helped us with everything.",5,"3 Reviews , 6 Followers",2/6/2019 15:28,0
Cascade - Radisson Hyderabad Hitec City,Shishir,"I visited cascade with my relatives, but there is no ward to appreciate really, the food is really awesome, starting from soup, starter, main course, dessert, chaat, everything thing is above excellent. We don't find any fault in quality, service, ambience, decor, staff behaviour, neat and clean, hygiene everything is above excellent. We strongly recommend to try cascade. If you are not going to cascade then definitely you are going to miss something in life. Staff misfit and pranks is excellent. Wonderful experience, never thought. This is one of the best restaurant. Cascade aana, chuk na jana, remember.",5,1 Review,2/2/2019 21:03,0
Cascade - Radisson Hyderabad Hitec City,Abhiappcom,"Mr .Abhinav C.Rai who is working at cascade was really great his way of speaking to customers his way of asking customers how satisfied they are with the food and his great smile will make an angry customer happy for sure hope radisson will take more employees like Abhinav who’s hardworking kind honest and caring

Thank you so much Abhinav you made my day.",5,"2 Reviews , 6 Followers",2/2/2019 15:37,0
Cascade - Radisson Hyderabad Hitec City,Karishma Bhatt,"One of the most pathetic and tasteless food i ever had. This 1 rating is also only because of ambience. Remaining things just shit. I went for buffet here having lots and lots of expectations, but all waste. I didnot understand still what cuisines or what food they are trying to serve ! First of all , all the menu in the buffet were cold, i felt like i am eating a day before's food. Not at all fresh. You will find lots and lots of varities in buffet, but when it comes to taste, disappointed. It was completely waste of money. Services and hospitality was somewhat good. But i am not at all happy with this place. To the Management ,here is request Please Change your menu and the way you cook. There are many other places which serves far better food. I cannt even think to visit this place again.
Ambience - 4/5
Food - 0/5
Service - 3 /5
Price - 0/5",1,"90 Reviews , 148 Followers",2/1/2019 10:15,0
Cascade - Radisson Hyderabad Hitec City,Mahesh,"It was really amazing experience, went there for our wedding anniversary with my kid, thoroughly enjoyed the food, great ambiance and amazing hospitality, they have decorated the table and arranged a candle light dinner, they didn’t charge anything for my kid, gave some specially prepared food for her, and a very good welcome drink. I want to mention special thanks to Salim, who is the head of the hospitality there and Nischit who took care of us for almost 2 hours 30 mins. I don’t have any complaints, from the starters to deserts everything was so perfect, it was a perfect wedding anniversary, never forget this. Thoroughly enjoyed to the core, I would recommend everyone to try, bill was just 2100 rs, as he gave discount of 20% which I didn’t believe initially. Thanks again Salim. It was amazing",5,1 Review,1/28/2019 22:30,0
Cascade - Radisson Hyderabad Hitec City,Nrusingh Charan Mahapatra,Enjoyed the food great hospitality by staff Mr.Naresh and mr.salim and Alisha Lovish buffet spread.Ambience are very good we will visit again,5,1 Review,1/24/2019 8:54,0
Cascade - Radisson Hyderabad Hitec City,Chaitanya Bandikatla,Visited the place for a team lunch. Great spread of the buffet. Good hospitality and attentive staff. Must visit place for a lunch or dinner buffet. Thanks to Mr. Salim for coordinating.,5,"2 Reviews , 5 Followers",1/22/2019 14:07,0
Cascade - Radisson Hyderabad Hitec City,SONIYA SINHA,We went for the buffet dinner at Radisson with team. The overall dining experience was average. Food was decent nothing great or worth mentioning. Dessert section was elaborate while the main course seemed a little disappointing.,3,"90 Reviews , 118 Followers",1/21/2019 23:59,7
Cascade - Radisson Hyderabad Hitec City,Sintellact Yo,Excellent services. Specially Mr.Salim and Mr.Naresh were very courteous. Everyone’s service was excellent. Food was awesome. Deserts were nice,5,"8 Reviews , 3 Followers",1/20/2019 23:29,0
Cascade - Radisson Hyderabad Hitec City,Chhillar.varun,"Very good place for team lunch and dinner.Food is very tasty and delicious.Staff is very helpful and courteous specially Salim Khan, chef manoj Naresh and Alisha",5,1 Review,1/20/2019 22:32,0
Cascade - Radisson Hyderabad Hitec City,Neharika Christabel,Good experience...warm welcome by the staff...food was very delicious manoj and Salem great jobs..thank you for your hospitality... this birthday dinner will be cherished...thank you once again ...best place in hyderabad,5,"1 Review , 14 Followers",1/20/2019 22:04,0
Cascade - Radisson Hyderabad Hitec City,Emiron,"Enjoying my last hours in this hotel.
The staff is very helpful. I really had a nice time staying here. The rooms was great... shower was perfect. They cleaned the room everyday.
As for the restaurant staff... i have to say that Pranika was very very polite and she gave me a good feeling. Anything i wanted she helped me with it. i can say that by far she made me feel at home. The only thing that was a little bit frustrating....was the fact that the wifi wasn’t working properly everywhere in the hotel. Maybe a little thing for the hotel management to work on.
But the fact that the wifi wasn’t working properly will not hold me back to recommend this hotel.
I will give this hotel 4 stars. 😀",4,"1 Review , 1 Follower",1/16/2019 11:16,0
Cascade - Radisson Hyderabad Hitec City,Madhavi Thengdi Thalathoti,"Dinner Buffet has an amazing varieties of veg and non-veg. Quality & Quantity of food on offer was good. Food was very tasty and the ambience is world class.
Staff were very friendly, polite and respectful. Overall a great dining experience. I would strongly recommend this place for family and office gatherings.",5,"1 Review , 16 Followers",1/15/2019 12:21,0
Cascade - Radisson Hyderabad Hitec City,Praveen,I have been here with client. We enjoyed buffet with unlimited drinks as soon as we got bored at tiki shack. So we decided to eat something delicious. The food was awesome and the dessert 🧁 after food and drinks was worth it ❤️,5,"26 Reviews , 73 Followers",1/14/2019 11:35,1
Cascade - Radisson Hyderabad Hitec City,Iamworld79,Recently went to this hotel for lunch with my friend's. We all liked the buffet spread. The food was tasty and the service was great. Staff was polite and eager to help us. We would like to revisit this place in future.,5,"1 Review , 1 Follower",1/11/2019 22:20,0
Cascade - Radisson Hyderabad Hitec City,Afroz Khan,Very good place to have buffet. Buffet spread was awesome. Had lunch with my family. The staff is friendly. Would love to visit again. Will recommend to all my friends for team lunch.,5,1 Review,1/11/2019 21:48,2
Cascade - Radisson Hyderabad Hitec City,Vishesh Raj,Delicious food with alot of variety on the buffet with a extraordinary device with a staff that is always ready to serve you. I had a birthday party of my sister and it was just smooth and flawless. Happy.,5,"1 Review , 86 Followers",1/6/2019 16:09,1
Cascade - Radisson Hyderabad Hitec City,Saleem Altaf Mohammad,"Recently I visited this restaurant with my friends, had buffet, it was amazing experience with food and service. Humongous spread starting from salads to sweets , it was a lavish. Service was excellent, guys like Naresh, Salim Khan, Srinu were amazing. Food lover should visit this place, must must.",5,"1 Review , 1 Follower",1/6/2019 11:35,0
Cascade - Radisson Hyderabad Hitec City,Shruthi Varma,Been to this restaurant many times. Loved the food . Loved the hospitality. Would love to visit again and again. Staters are good. Main course is awesome !! Love it will visit again and again,5,"1 Review , 1 Follower",1/5/2019 13:48,0
Cascade - Radisson Hyderabad Hitec City,Vihari Kagitapalli,"Good ambiance. Great food and service, would highly recommend...Went there on mothering Sunday... Everything perfect. Such friendly staff...",5,"1 Review , 2 Followers",1/5/2019 12:13,0
Cascade - Radisson Hyderabad Hitec City,RAMYA KOLLA,"It's nice amazing nice service nice place amazing food

Everything is amazing
Amazing experience
Nice view
Neat and clean
Gud service user friendly
Nice peaceful place
Workers and all are amazing

Nice drinks
Nice environment
Everything is nice and good",5,"1 Review , 1 Follower",1/5/2019 10:29,0
Cascade - Radisson Hyderabad Hitec City,Mallik Arjun,It was very good dining experience and food is excellent with a friendly service..keep up the good work and idle for business lunch or for family get togethers...Mr.Naresh service is excellent with a 5star rating...,5,"1 Review , 1 Follower",1/4/2019 18:15,0
Cascade - Radisson Hyderabad Hitec City,Pradeep Kumar,Nice food with good stuff and ambiguous nature.. We went with friends for birthday party. They have arranged all stuff and even we enjoyed a lot.. And management team was quite awesome. And the way of receiving.. Full enjoyed. Preffered to go and chill out in anytime..,5,"1 Review , 2 Followers",1/3/2019 22:40,0
Cascade - Radisson Hyderabad Hitec City,Awesh,"Has been great stay with great people around, very sumptuos breakfast offering, stay has been pretty good and the following staff has made my stay memorable.. Breakfast manager khan & surish,lady manager pravinda along with other staff.. Naresh pranika, nishit, baburoa.. Would refer my other friends family to visit and experience.",5,"2 Reviews , 2 Followers",1/3/2019 20:57,1
Cascade - Radisson Hyderabad Hitec City,Sumeet Bhasin,"I came here with my team for lunch, thank you guys for amazing service and soul delicious meal. Wish you and your team a very Happy and Prosperous New Year. Hope to see you soon.",5,"4 Reviews , 1 Follower",1/3/2019 15:15,0
Cascade - Radisson Hyderabad Hitec City,Surya Prakash,"Good service and hospitality, arrangements were done expected. Lot of food options and good taste in the buffet. Has a good collection of desserts as well. Would recommend this place if you want to have a good buffet.",5,"1 Review , 1 Follower",12/22/2018 22:36,0
Cascade - Radisson Hyderabad Hitec City,RamaRao V Gaggara,I am happy with the lunch buffet where I found plenty of options in both vegetarian and non-vegetarian. I would love to visit this place once again to taste the items which I couldn't touch this time. Staff was polite and attentive.,4,"6 Reviews , 47 Followers",11/30/2018 22:01,0
