title,author,price,pages,avg_reviews,n_reviews,star5,star4,star3,star2,star1,dimensions,weight,language,publisher,ISBN_13,link,complete_link
Practical MLOps: Operationalizing Machine Learning Models,"[Noah Gift,Alfredo Deza]",45.18,458.0,3.9,30,0.56,0.15,0.09,0.05,0.16,6.75 x 1 x 8.75 inches,1.6 pounds,English,OReilly Media; 1st edition (October 19 2021),978-1098103019,/Practical-MLOps-Operationalizing-Machine-Learning/dp/1098103017/ref=sr_1_75?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464998&sprefix=deep+learning%2Caps%2C627&sr=8-75,https://www.amazon.com/Practical-MLOps-Operationalizing-Machine-Learning/dp/1098103017/ref=sr_1_75?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464998&sprefix=deep+learning%2Caps%2C627&sr=8-75
An Introduction to Statistical Learning: with Applications in R (Springer Texts in Statistics),,72.02,622.0,4.6,143,0.83,0.07,0.04,0.01,0.05,8 x 1.2 x 9.4 inches,2.63 pounds,English,Springer; 2nd ed. 2021 edition (July 30 2021),978-1071614174,/Introduction-Statistical-Learning-Applications-Statistics/dp/1071614177/ref=sr_1_77?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464998&sprefix=deep+learning%2Caps%2C627&sr=8-77,https://www.amazon.com/Introduction-Statistical-Learning-Applications-Statistics/dp/1071614177/ref=sr_1_77?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464998&sprefix=deep+learning%2Caps%2C627&sr=8-77
Python Machine Learning Example: Build intelligent systems using Python TensorFlow 2 PyTorch and scikit-learn 3rd Edition,[Yuxi (Hayden) Liu],34.99,526.0,4.5,65,0.75,0.15,0.04,0.06,0.0,7.5 x 1.19 x 9.25 inches,1.97 pounds,English,Packt Publishing; 3rd edition (October 30 2020),978-1800209718,/Python-Machine-Learning-Example-scikit-learn/dp/1800209711/ref=sr_1_73?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464998&sprefix=deep+learning%2Caps%2C627&sr=8-73,https://www.amazon.com/Python-Machine-Learning-Example-scikit-learn/dp/1800209711/ref=sr_1_73?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464998&sprefix=deep+learning%2Caps%2C627&sr=8-73
The Elements of Statistical Learning: Data Mining Inference and Prediction Second Edition (Springer Series in Statistics),,61.93,767.0,4.6,1016,0.82,0.07,0.04,0.03,0.04,9.3 x 6 x 1.4 inches,2.6 pounds,English,Springer; 2nd edition (January 1 2016),978-0387848570,/Elements-Statistical-Learning-Prediction-Statistics/dp/0387848576/ref=sr_1_72?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464998&sprefix=deep+learning%2Caps%2C627&sr=8-72,https://www.amazon.com/Elements-Statistical-Learning-Prediction-Statistics/dp/0387848576/ref=sr_1_72?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464998&sprefix=deep+learning%2Caps%2C627&sr=8-72
PYTHON CRASH COURSE: A PRACTICAL BEGINNERS GUIDE TO LEARN PYTHON IN 7 DAYS OR LESS INTRODUCING YOU INTO THE WORLD OF DATA SCIENCE ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING WITH HANDS-ON PROJECT,[ERICK THOMPSON],14.99,145.0,3.8,12,0.6,0.13,0.27,0.0,0.0,6 x 0.33 x 9 inches,7.2 ounces,English,Independently published (September 18 2020),979-8683845827,/sspa/click?ie=UTF8&spc=MTo3NTQ1Mzg1NzIyNDcxMDIxOjE2NjM0NjUwMTA6c3BfYXRmX25leHQ6MjAwMDQ4MTYyOTQ4NTExOjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FPYTHON-CRASH-COURSE-INTELLIGENCE-HANDS%2Fdp%2FB08JDTNQGD%2Fref%3Dsr_1_99_sspa%3Fcrid%3D27NSKOKLZAT5L%26keywords%3Dmachine%2Blearning%26qid%3D1663465010%26sprefix%3Ddeep%2Blearning%252Caps%252C627%26sr%3D8-99-spons%26psc%3D1,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3NTQ1Mzg1NzIyNDcxMDIxOjE2NjM0NjUwMTA6c3BfYXRmX25leHQ6MjAwMDQ4MTYyOTQ4NTExOjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FPYTHON-CRASH-COURSE-INTELLIGENCE-HANDS%2Fdp%2FB08JDTNQGD%2Fref%3Dsr_1_99_sspa%3Fcrid%3D27NSKOKLZAT5L%26keywords%3Dmachine%2Blearning%26qid%3D1663465010%26sprefix%3Ddeep%2Blearning%252Caps%252C627%26sr%3D8-99-spons%26psc%3D1
Artificial Intelligence: A Textbook,[Charu C. Aggarwal],53.54,503.0,4.1,5,0.78,0.22,0.0,0.0,0.0,7 x 1.06 x 10 inches,3.31 pounds,English,Springer; 1st ed. 2021 edition (July 17 2021),978-3030723569,/sspa/click?ie=UTF8&spc=MTo3NTQ1Mzg1NzIyNDcxMDIxOjE2NjM0NjUwMTA6c3BfYXRmX25leHQ6MjAwMDkxNTM5MzI3NDQxOjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FArtificial-Intelligence-Textbook-Charu-Aggarwal%2Fdp%2F3030723569%2Fref%3Dsr_1_98_sspa%3Fcrid%3D27NSKOKLZAT5L%26keywords%3Dmachine%2Blearning%26qid%3D1663465010%26sprefix%3Ddeep%2Blearning%252Caps%252C627%26sr%3D8-98-spons%26psc%3D1,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3NTQ1Mzg1NzIyNDcxMDIxOjE2NjM0NjUwMTA6c3BfYXRmX25leHQ6MjAwMDkxNTM5MzI3NDQxOjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FArtificial-Intelligence-Textbook-Charu-Aggarwal%2Fdp%2F3030723569%2Fref%3Dsr_1_98_sspa%3Fcrid%3D27NSKOKLZAT5L%26keywords%3Dmachine%2Blearning%26qid%3D1663465010%26sprefix%3Ddeep%2Blearning%252Caps%252C627%26sr%3D8-98-spons%26psc%3D1
Advanced Statistics for Health Research,"[Richard J. Butler,Matthew J. Butler et al.]",108.0,300.0,,0,0.0,0.0,0.0,0.0,0.0,,1.74 pounds,English,World Scientific Pub Co Inc (April 17 2023),978-9811262302,/Advanced-Statistics-Health-Research-Richard/dp/9811262306/ref=sr_1_64?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464998&sprefix=deep+learning%2Caps%2C627&sr=8-64,https://www.amazon.com/Advanced-Statistics-Health-Research-Richard/dp/9811262306/ref=sr_1_64?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464998&sprefix=deep+learning%2Caps%2C627&sr=8-64
Patterns Predictions and Actions: Foundations of Machine Learning,"[Moritz Hardt,Benjamin Recht]",49.99,320.0,,0,0.0,0.0,0.0,0.0,0.0,6.9 x 1 x 10.1 inches,1.59 pounds,English,Princeton University Press (October 18 2022),978-0691233734,/Patterns-Predictions-Actions-Foundations-Learning/dp/069123373X/ref=sr_1_59?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464998&sprefix=deep+learning%2Caps%2C627&sr=8-59,https://www.amazon.com/Patterns-Predictions-Actions-Foundations-Learning/dp/069123373X/ref=sr_1_59?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464998&sprefix=deep+learning%2Caps%2C627&sr=8-59
Python Feature Engineering Cookbook: Over 70 recipes for creating engineering and transforming features to build machine learning models,[Soledad Galli],39.99,372.0,4.0,30,0.61,0.1,0.06,0.12,0.11,7.5 x 0.84 x 9.25 inches,1.41 pounds,English,Packt Publishing (January 22 2020),978-1789806311,/sspa/click?ie=UTF8&spc=MToyMzMwNzQzNTcxMjUxMTk3OjE2NjM0NjQ5OTg6c3BfbXRmOjIwMDAyMDczODI4Mzc3MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FPython-Feature-Engineering-Cookbook-transforming%2Fdp%2F1789806313%2Fref%3Dsr_1_65_sspa%3Fcrid%3D27NSKOKLZAT5L%26keywords%3Dmachine%2Blearning%26qid%3D1663464998%26sprefix%3Ddeep%2Blearning%252Caps%252C627%26sr%3D8-65-spons%26psc%3D1,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyMzMwNzQzNTcxMjUxMTk3OjE2NjM0NjQ5OTg6c3BfbXRmOjIwMDAyMDczODI4Mzc3MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FPython-Feature-Engineering-Cookbook-transforming%2Fdp%2F1789806313%2Fref%3Dsr_1_65_sspa%3Fcrid%3D27NSKOKLZAT5L%26keywords%3Dmachine%2Blearning%26qid%3D1663464998%26sprefix%3Ddeep%2Blearning%252Caps%252C627%26sr%3D8-65-spons%26psc%3D1
Machine Learning: Master Supervised and Unsupervised Learning Algorithms with Real Examples (English Edition),"[Dr Ruchi Doshi,Dr Kamal Kant Hiran et al.]",19.95,294.0,3.8,4,0.69,0.31,0.0,0.0,0.0,7.5 x 0.67 x 9.25 inches,1.03 pounds,English,BPB Publications (September 17 2021),978-9391392352,/sspa/click?ie=UTF8&spc=MToyMzMwNzQzNTcxMjUxMTk3OjE2NjM0NjQ5OTg6c3BfbXRmOjIwMDEwMzgzMzA5MDg4MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FMachine-Learning-Supervised-Unsupervised-Algorithms%2Fdp%2F9391392350%2Fref%3Dsr_1_66_sspa%3Fcrid%3D27NSKOKLZAT5L%26keywords%3Dmachine%2Blearning%26qid%3D1663464998%26sprefix%3Ddeep%2Blearning%252Caps%252C627%26sr%3D8-66-spons%26psc%3D1,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyMzMwNzQzNTcxMjUxMTk3OjE2NjM0NjQ5OTg6c3BfbXRmOjIwMDEwMzgzMzA5MDg4MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FMachine-Learning-Supervised-Unsupervised-Algorithms%2Fdp%2F9391392350%2Fref%3Dsr_1_66_sspa%3Fcrid%3D27NSKOKLZAT5L%26keywords%3Dmachine%2Blearning%26qid%3D1663464998%26sprefix%3Ddeep%2Blearning%252Caps%252C627%26sr%3D8-66-spons%26psc%3D1
Text as Data: A New Framework for Machine Learning and the Social Sciences,"[Justin Grimmer,Margaret E. Roberts et al.]",35.99,360.0,4.8,15,0.78,0.22,0.0,0.0,0.0,7 x 1 x 10 inches,1.55 pounds,English,Princeton University Press (March 29 2022),978-0691207551,/Text-Data-Framework-Learning-Sciences/dp/0691207550/ref=sr_1_27?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-27,https://www.amazon.com/Text-Data-Framework-Learning-Sciences/dp/0691207550/ref=sr_1_27?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-27
Machine Learning from Weak Supervision: An Empirical Risk Minimization Approach (Adaptive Computation and Machine Learning series),"[Masashi Sugiyama,Han Bao et al.]",65.0,320.0,,0,0.0,0.0,0.0,0.0,0.0,7.12 x 0.74 x 9.25 inches,1.65 pounds,English,The MIT Press (August 23 2022),978-0262047074,/Machine-Learning-Weak-Supervision-Minimization/dp/0262047071/ref=sr_1_25?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-25,https://www.amazon.com/Machine-Learning-Weak-Supervision-Minimization/dp/0262047071/ref=sr_1_25?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-25
Introduction to Machine Learning fourth edition (Adaptive Computation and Machine Learning series),,57.99,712.0,4.7,62,0.84,0.1,0.01,0.04,0.0,8.31 x 1.46 x 9.38 inches,3.2 pounds,English,The MIT Press; fourth edition (March 24 2020),978-0262043793,/Introduction-Machine-Learning-Adaptive-Computation/dp/0262043793/ref=sr_1_28?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-28,https://www.amazon.com/Introduction-Machine-Learning-Adaptive-Computation/dp/0262043793/ref=sr_1_28?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464985&sprefix=deep+learning%2Caps%2C627&sr=8-28
Quantum Computing for Programmers,[Robert Hundt],45.3,350.0,4.3,3,0.64,0.36,0.0,0.0,0.0,6.69 x 0.88 x 9.61 inches,1.76 pounds,English,Cambridge University Press; New edition (March 31 2022),978-1009098175,/sspa/click?ie=UTF8&spc=MToyMzMwNzQzNTcxMjUxMTk3OjE2NjM0NjQ5OTg6c3BfYXRmX25leHQ6MjAwMDY5NjU0MDUyNTk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FQuantum-Computing-Programmers-Robert-Hundt%2Fdp%2F1009098179%2Fref%3Dsr_1_51_sspa%3Fcrid%3D27NSKOKLZAT5L%26keywords%3Dmachine%2Blearning%26qid%3D1663464998%26sprefix%3Ddeep%2Blearning%252Caps%252C627%26sr%3D8-51-spons%26psc%3D1,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyMzMwNzQzNTcxMjUxMTk3OjE2NjM0NjQ5OTg6c3BfYXRmX25leHQ6MjAwMDY5NjU0MDUyNTk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FQuantum-Computing-Programmers-Robert-Hundt%2Fdp%2F1009098179%2Fref%3Dsr_1_51_sspa%3Fcrid%3D27NSKOKLZAT5L%26keywords%3Dmachine%2Blearning%26qid%3D1663464998%26sprefix%3Ddeep%2Blearning%252Caps%252C627%26sr%3D8-51-spons%26psc%3D1
Computer Programming for Beginners: Fundamentals of Programming Terms and Concepts,[Nathan Clark],18.99,201.0,4.4,370,0.63,0.17,0.13,0.03,0.03,6 x 0.46 x 9 inches,9.8 ounces,English,CreateSpace Independent Publishing Platform (May 21 2018),978-1719439558,/sspa/click?ie=UTF8&spc=MToyMzMwNzQzNTcxMjUxMTk3OjE2NjM0NjQ5OTg6c3BfYXRmX25leHQ6MjAwMDc2OTg2NzA4Nzk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FComputer-Programming-Beginners-Fundamentals-Concepts%2Fdp%2F1719439559%2Fref%3Dsr_1_49_sspa%3Fcrid%3D27NSKOKLZAT5L%26keywords%3Dmachine%2Blearning%26qid%3D1663464998%26sprefix%3Ddeep%2Blearning%252Caps%252C627%26sr%3D8-49-spons%26psc%3D1,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyMzMwNzQzNTcxMjUxMTk3OjE2NjM0NjQ5OTg6c3BfYXRmX25leHQ6MjAwMDc2OTg2NzA4Nzk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FComputer-Programming-Beginners-Fundamentals-Concepts%2Fdp%2F1719439559%2Fref%3Dsr_1_49_sspa%3Fcrid%3D27NSKOKLZAT5L%26keywords%3Dmachine%2Blearning%26qid%3D1663464998%26sprefix%3Ddeep%2Blearning%252Caps%252C627%26sr%3D8-49-spons%26psc%3D1
Practical Simulations for Machine Learning: Using Synthetic Data for AI,"[Paris Buttfield-Addison,Mars Buttfield-Addison et al.]",46.49,331.0,5.0,1,1.0,0.0,0.0,0.0,0.0,7 x 0.75 x 9.25 inches,1.18 pounds,English,OReilly Media; 1st edition (July 12 2022),978-1492089926,/Practical-Simulations-Machine-Learning-Synthetic/dp/1492089923/ref=sr_1_55?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464998&sprefix=deep+learning%2Caps%2C627&sr=8-55,https://www.amazon.com/Practical-Simulations-Machine-Learning-Synthetic/dp/1492089923/ref=sr_1_55?crid=27NSKOKLZAT5L&keywords=machine+learning&qid=1663464998&sprefix=deep+learning%2Caps%2C627&sr=8-55
Machine Learning: A First Course for Engineers and Scientists,"[Andreas Lindholm,Niklas Wahlstr̦m et al.]",69.99,350.0,5.0,1,1.0,0.0,0.0,0.0,0.0,7.5 x 0.75 x 10.5 inches,1.94 pounds,English,Cambridge University Press; New edition (June 2 2022),978-1108843607,/sspa/click?ie=UTF8&spc=MTo1MjMzODUwNDM1MTQ1NjU2OjE2NjM0NjQ5ODU6c3BfbXRmOjIwMDA3MzYzMzQ5MDM5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FMachine-Learning-Course-Engineers-Scientists%2Fdp%2F1108843603%2Fref%3Dsr_1_17_sspa%3Fcrid%3D27NSKOKLZAT5L%26keywords%3Dmachine%2Blearning%26qid%3D1663464985%26sprefix%3Ddeep%2Blearning%252Caps%252C627%26sr%3D8-17-spons%26psc%3D1,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MjMzODUwNDM1MTQ1NjU2OjE2NjM0NjQ5ODU6c3BfbXRmOjIwMDA3MzYzMzQ5MDM5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FMachine-Learning-Course-Engineers-Scientists%2Fdp%2F1108843603%2Fref%3Dsr_1_17_sspa%3Fcrid%3D27NSKOKLZAT5L%26keywords%3Dmachine%2Blearning%26qid%3D1663464985%26sprefix%3Ddeep%2Blearning%252Caps%252C627%26sr%3D8-17-spons%26psc%3D1
Beyond the Basic Stuff with Python: Best Practices for Writing Clean Code,[Al Sweigart],30.22,384.0,4.7,236,0.8,0.15,0.04,0.01,0.0,7 x 0.94 x 9.25 inches,1.6 pounds,English,No Starch Press (December 16 2020),978-1593279660,/Python-Beyond-Basics-Al-Sweigart/dp/1593279663/ref=sr_1_23?keywords=python&qid=1663459261&sr=8-23,https://www.amazon.com/Python-Beyond-Basics-Al-Sweigart/dp/1593279663/ref=sr_1_23?keywords=python&qid=1663459261&sr=8-23
Fluent Python: Clear Concise and Effective Programming,[Luciano Ramalho],50.99,1012.0,4.7,118,0.85,0.07,0.03,0.02,0.02,7 x 2 x 9.25 inches,3.48 pounds,English,OReilly Media; 2nd edition (May 10 2022),978-1492056355,/Fluent-Python-Concise-Effective-Programming/dp/1492056359/ref=sr_1_25?keywords=python&qid=1663459261&sr=8-25,https://www.amazon.com/Fluent-Python-Concise-Effective-Programming/dp/1492056359/ref=sr_1_25?keywords=python&qid=1663459261&sr=8-25
Python Distilled (Developers Library),[David Beazley],46.82,352.0,4.6,91,0.76,0.12,0.08,0.01,0.03,6.9 x 0.8 x 9 inches,1.28 pounds,English,Pearson; 1st edition (September 22 2021),978-0134173276,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A07967642ZNNXP4CW7M4K&url=%2FPython-Essential-Reference-Developers-Library%2Fdp%2F0134173279%2Fref%3Dsr_1_3_sspa%3Fkeywords%3Dpython%26qid%3D1663459261%26sr%3D8-3-spons%26psc%3D1&qualifier=1663459261&id=8731786596037934&widgetName=sp_atf,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A07967642ZNNXP4CW7M4K&url=%2FPython-Essential-Reference-Developers-Library%2Fdp%2F0134173279%2Fref%3Dsr_1_3_sspa%3Fkeywords%3Dpython%26qid%3D1663459261%26sr%3D8-3-spons%26psc%3D1&qualifier=1663459261&id=8731786596037934&widgetName=sp_atf
Python and Algorithmic Thinking for the Complete Beginner (2nd Edition): Learn to Think Like a Programmer,[Aristides S Bouras],48.98,688.0,4.5,91,0.72,0.16,0.06,0.02,0.05,8 x 1.55 x 10 inches,2.96 pounds,English,Independently published (June 16 2019),978-1099184871,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A07543753QJ0V20GWTU5W&url=%2FPython-Algorithmic-Thinking-Complete-Beginner%2Fdp%2F1099184878%2Fref%3Dsr_1_18_sspa%3Fkeywords%3Dpython%26qid%3D1663459261%26sr%3D8-18-spons%26psc%3D1&qualifier=1663459261&id=8731786596037934&widgetName=sp_mtf,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A07543753QJ0V20GWTU5W&url=%2FPython-Algorithmic-Thinking-Complete-Beginner%2Fdp%2F1099184878%2Fref%3Dsr_1_18_sspa%3Fkeywords%3Dpython%26qid%3D1663459261%26sr%3D8-18-spons%26psc%3D1&qualifier=1663459261&id=8731786596037934&widgetName=sp_mtf
Python Basics: A Practical Introduction to Python 3,"[David Amos,Dan Bader et al.]",37.99,635.0,4.7,476,0.78,0.14,0.04,0.02,0.01,6 x 1.44 x 9 inches,1.85 pounds,English,Real Python (realpython.com) (March 16 2021),978-1775093329,/Python-Basics-Practical-Introduction/dp/1775093328/ref=sr_1_57?keywords=python&qid=1663459261&sr=8-57,https://www.amazon.com/Python-Basics-Practical-Introduction/dp/1775093328/ref=sr_1_57?keywords=python&qid=1663459261&sr=8-57
Mathematical Logic through Python,[Gonczarowski Yannai A.],29.99,284.0,5.0,1,1.0,0.0,0.0,0.0,0.0,7 x 0.64 x 10 inches,1.34 pounds,English,Cambridge University Press; New edition (September 15 2022),978-1108949477,/Mathematical-through-Python-Yannai-Gonczarowski/dp/1108949479/ref=sr_1_52?keywords=python&qid=1663459261&sr=8-52,https://www.amazon.com/Mathematical-through-Python-Yannai-Gonczarowski/dp/1108949479/ref=sr_1_52?keywords=python&qid=1663459261&sr=8-52
Python Programming: An Introduction to Computer Science 3rd Ed.,[John Zelle],42.75,552.0,4.6,376,0.77,0.12,0.06,0.02,0.03,7.5 x 1 x 9.2 inches,2.05 pounds,English,Franklin Beedle & Associates; 3rd edition (August 8 2016),978-1590282755,/Python-Programming-Introduction-Computer-Science/dp/1590282752/ref=sr_1_58?keywords=python&qid=1663459261&sr=8-58,https://www.amazon.com/Python-Programming-Introduction-Computer-Science/dp/1590282752/ref=sr_1_58?keywords=python&qid=1663459261&sr=8-58
Python Object-Oriented Programming: Build robust and maintainable object-oriented Python applications and libraries 4th Edition,"[Steven F. Lott,Dusty Phillips]",38.24,714.0,4.3,62,0.58,0.19,0.17,0.03,0.02,7.5 x 1.61 x 9.25 inches,2.66 pounds,English,Packt Publishing; 4th ed. edition (July 2 2021),978-1801077262,/Python-Object-Oriented-Programming-maintainable-object-oriented/dp/1801077266/ref=sr_1_38?keywords=python&qid=1663459261&sr=8-38,https://www.amazon.com/Python-Object-Oriented-Programming-maintainable-object-oriented/dp/1801077266/ref=sr_1_38?keywords=python&qid=1663459261&sr=8-38
Think Python: How to Think Like a Computer Scientist,,28.99,289.0,4.6,486,0.77,0.13,0.08,0.01,0.01,7.01 x 0.61 x 9.17 inches,1.14 pounds,English,OReilly Media; 2nd edition (January 26 2016),978-1491939369,/Think-Python-Like-Computer-Scientist/dp/1491939362/ref=sr_1_39?keywords=python&qid=1663459261&sr=8-39,https://www.amazon.com/Think-Python-Like-Computer-Scientist/dp/1491939362/ref=sr_1_39?keywords=python&qid=1663459261&sr=8-39
Learn Python Programming: An in-depth introduction to the fundamentals of Python 3rd Edition,"[Fabrizio Romano,Heinrich Kruger]",37.11,552.0,4.2,34,0.52,0.27,0.12,0.05,0.05,7.5 x 1.25 x 9.25 inches,2.07 pounds,English,Packt Publishing; 3rd ed. edition (October 29 2021),978-1801815093,/Learn-Python-Programming-depth-introduction/dp/1801815097/ref=sr_1_32?keywords=python&qid=1663459261&sr=8-32,https://www.amazon.com/Learn-Python-Programming-depth-introduction/dp/1801815097/ref=sr_1_32?keywords=python&qid=1663459261&sr=8-32
Mastering Financial Pattern Recognition: Finding and Back-Testing Candlestick Patterns with Python,[Sofien Kaabar],64.32,300.0,,0,0.0,0.0,0.0,0.0,0.0,,1.11 pounds,English,OReilly Media; 1st edition (November 29 2022),978-1098120474,/Mastering-Financial-Pattern-Recognition-Back-Testing/dp/1098120477/ref=sr_1_108?keywords=python&qid=1663459274&sr=8-108,https://www.amazon.com/Mastering-Financial-Pattern-Recognition-Back-Testing/dp/1098120477/ref=sr_1_108?keywords=python&qid=1663459274&sr=8-108
Robust Python: Write Clean and Maintainable Code,[Patrick Viafore],32.99,380.0,4.5,53,0.75,0.13,0.06,0.02,0.04,7 x 1 x 9 inches,1.33 pounds,English,OReilly Media; 1st edition (August 3 2021),978-1098100667,/Robust-Python-Write-Clean-Maintainable/dp/1098100662/ref=sr_1_31?keywords=python&qid=1663459261&sr=8-31,https://www.amazon.com/Robust-Python-Write-Clean-Maintainable/dp/1098100662/ref=sr_1_31?keywords=python&qid=1663459261&sr=8-31
Django 4 Example: Build powerful and reliable Python web applications from scratch 4th Edition,"[Antonio Mele,Bob Belderbos]",47.18,764.0,5.0,6,1.0,0.0,0.0,0.0,0.0,7.5 x 1.73 x 9.25 inches,2.84 pounds,English,Packt Publishing; 4th ed. edition (August 29 2022),978-1801813051,/Django-Example-powerful-reliable-applications/dp/1801813051/ref=sr_1_105?keywords=python&qid=1663459274&sr=8-105,https://www.amazon.com/Django-Example-powerful-reliable-applications/dp/1801813051/ref=sr_1_105?keywords=python&qid=1663459274&sr=8-105
Python GUI Programming with Tkinter: Design and build functional and user-friendly GUI applications 2nd Edition,[Alan D. Moore],39.99,664.0,4.4,47,0.67,0.1,0.15,0.08,0.0,7.5 x 1.5 x 9.25 inches,2.47 pounds,English,Packt Publishing; 2nd ed. edition (October 28 2021),978-1801815925,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0518203UAXEGDEXIJAB&url=%2FPython-GUI-Programming-Tkinter-user-friendly%2Fdp%2F1801815925%2Fref%3Dsr_1_36_sspa%3Fkeywords%3Dpython%26qid%3D1663459261%26sr%3D8-36-spons%26psc%3D1&qualifier=1663459261&id=8731786596037934&widgetName=sp_mtf,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0518203UAXEGDEXIJAB&url=%2FPython-GUI-Programming-Tkinter-user-friendly%2Fdp%2F1801815925%2Fref%3Dsr_1_36_sspa%3Fkeywords%3Dpython%26qid%3D1663459261%26sr%3D8-36-spons%26psc%3D1&qualifier=1663459261&id=8731786596037934&widgetName=sp_mtf
Learn Python 3 the Hard Way: A Very Simple Introduction to the Terrifyingly Beautiful World of Computers and Code (Zed Shaws Hard Way Series),,31.99,320.0,4.4,904,0.7,0.16,0.07,0.03,0.04,7 x 0.73 x 9.13 inches,1.15 pounds,English,Addison-Wesley Professional; 1st edition (June 27 2017),978-0134692883,/Learn-Python-Hard-Way-Introduction/dp/0134692888/ref=sr_1_103?keywords=python&qid=1663459274&sr=8-103,https://www.amazon.com/Learn-Python-Hard-Way-Introduction/dp/0134692888/ref=sr_1_103?keywords=python&qid=1663459274&sr=8-103
Python in a Nutshell: A Desktop Quick Reference,"[Alex Martelli,Anna Ravenscroft et al.]",79.99,600.0,,0,0.0,0.0,0.0,0.0,0.0,,1.11 pounds,English,OReilly Media; 4th edition (January 31 2023),978-1098113551,/Python-Nutshell-Desktop-Quick-Reference/dp/1098113551/ref=sr_1_102?keywords=python&qid=1663459274&sr=8-102,https://www.amazon.com/Python-Nutshell-Desktop-Quick-Reference/dp/1098113551/ref=sr_1_102?keywords=python&qid=1663459274&sr=8-102
