name,rating,genre,year,released,score,votes,director,writer,star,country,budget,gross,company,runtime
12 Strong,R,Action,2018,"January 19, 2018 (United States)",6.6,72000.0,Nicolai Fuglsig,Ted Tally,Chris Hemsworth,United States,35000000.0,67450815.0,Alcon Entertainment,130.0
The Spy Who Dumped Me,R,Action,2018,"August 3, 2018 (United States)",6.1,72000.0,Susanna Fogel,Susanna Fogel,Justin Theroux,Canada,40000000.0,75339459.0,BRON Studios,117.0
Upgrade,R,Action,2018,"June 1, 2018 (United States)",7.5,168000.0,Leigh Whannell,Leigh Whannell,Logan Marshall-Green,United States,5000000.0,16706680.0,Goalpost Pictures,100.0
Mary Queen of Scots,R,Biography,2018,"December 21, 2018 (United States)",6.3,45000.0,Josie Rourke,Beau Willimon,Saoirse Ronan,United Kingdom,25000000.0,46712809.0,Focus Features,124.0
Ralph Breaks the Internet,PG,Animation,2018,"November 21, 2018 (United States)",7.0,140000.0,Phil Johnston,Phil Johnston,John C. Reilly,United States,175000000.0,529323962.0,Walt Disney Animation Studios,112.0
Overlord,R,Action,2018,"November 9, 2018 (United States)",6.6,91000.0,Julius Avery,Billy Ray,Jovan Adepo,United States,38000000.0,41657844.0,Bad Robot,110.0
Tomb Raider,PG-13,Action,2018,"March 16, 2018 (United States)",6.3,197000.0,Roar Uthaug,Geneva Robertson-Dworet,Alicia Vikander,United Kingdom,94000000.0,274650803.0,Warner Bros.,119.0
The Girl in the Spider's Web,R,Action,2018,"November 9, 2018 (United States)",6.1,44000.0,Fede Alvarez,David Lagercrantz,Claire Foy,Germany,43000000.0,35164920.0,Columbia Pictures,115.0
Mortal Engines,PG-13,Action,2018,"December 14, 2018 (United States)",6.1,115000.0,Christian Rivers,Fran Walsh,Hera Hilmar,United States,100000000.0,83869818.0,Media Rights Capital (MRC),128.0
Maze Runner: The Death Cure,PG-13,Action,2018,"January 26, 2018 (United States)",6.3,121000.0,Wes Ball,T.S. Nowlin,Dylan O'Brien,United States,62000000.0,288175335.0,Gotham Group,143.0
First Man,PG-13,Biography,2018,"October 12, 2018 (United States)",7.3,176000.0,Damien Chazelle,Josh Singer,Ryan Gosling,United States,59000000.0,105713218.0,Universal Pictures,141.0
Creed II,PG-13,Drama,2018,"November 21, 2018 (United States)",7.1,111000.0,Steven Caple Jr.,Juel Taylor,Michael B. Jordan,United States,50000000.0,214215889.0,Metro-Goldwyn-Mayer (MGM),130.0
Rampage,PG-13,Action,2018,"April 13, 2018 (United States)",6.1,151000.0,Brad Peyton,Ryan Engle,Dwayne Johnson,United States,120000000.0,428028233.0,New Line Cinema,107.0
Everybody Knows,R,Crime,2018,"February 8, 2019 (United States)",6.9,31000.0,Asghar Farhadi,Asghar Farhadi,Penélope Cruz,Spain,,19176163.0,Memento Films Production,133.0
Mid90s,R,Comedy,2018,"October 26, 2018 (United States)",7.4,54000.0,Jonah Hill,Jonah Hill,Sunny Suljic,United States,10000000.0,9303022.0,A24,85.0
Replicas,PG-13,Drama,2018,"January 11, 2019 (United States)",5.5,34000.0,Jeffrey Nachmanoff,Chad St. John,Keanu Reeves,United Kingdom,30000000.0,9330075.0,Company Films,107.0
Widows,R,Crime,2018,"November 16, 2018 (United States)",6.9,91000.0,Steve McQueen,Gillian Flynn,Viola Davis,United Kingdom,42000000.0,75984700.0,New Regency Productions,129.0
Burning,Not Rated,Drama,2018,"May 17, 2018 (South Korea)",7.5,54000.0,Chang-dong Lee,Jungmi Oh,Yoo Ah-in,South Korea,,7578063.0,Pine House Film,148.0
Searching,PG-13,Drama,2018,"August 31, 2018 (United States)",7.6,148000.0,Aneesh Chaganty,Aneesh Chaganty,John Cho,United States,880000.0,75462037.0,Screen Gems,102.0
Life Itself,R,Drama,2018,"September 21, 2018 (United States)",6.9,19000.0,Dan Fogelman,Dan Fogelman,Oscar Isaac,United States,10000000.0,7997774.0,FilmNation Entertainment,117.0
Blockers,R,Comedy,2018,"April 6, 2018 (United States)",6.2,74000.0,Kay Cannon,Brian Kehoe,Leslie Mann,United States,21000000.0,94019120.0,Point Grey Pictures,102.0
The Strangers: Prey at Night,R,Horror,2018,"March 9, 2018 (United States)",5.2,28000.0,Johannes Roberts,Bryan Bertino,Christina Hendricks,United States,5000000.0,31039126.0,Aviron Pictures,85.0
Peppermint,R,Action,2018,"September 7, 2018 (United States)",6.5,60000.0,Pierre Morel,Chad St. John,Jennifer Garner,Hong Kong,25000000.0,53918723.0,STX Films,101.0
High Life,R,Adventure,2018,"April 12, 2019 (United States)",5.8,31000.0,Claire Denis,Claire Denis,Robert Pattinson,France,,2133033.0,Alcatraz Films,113.0
Every Day,PG-13,Drama,2018,"February 23, 2018 (United States)",6.5,20000.0,Michael Sucsy,Jesse Andrews,Angourie Rice,Canada,4900000.0,10421847.0,Likely Story,97.0
Operation Finale,PG-13,Biography,2018,"August 29, 2018 (United States)",6.6,36000.0,Chris Weitz,Matthew Orton,Oscar Isaac,United States,24000000.0,17612099.0,Metro-Goldwyn-Mayer (MGM),122.0
Shoplifters,R,Crime,2018,"November 23, 2018 (United States)",7.9,68000.0,Hirokazu Koreeda,Hirokazu Koreeda,Lily Franky,Japan,,67999335.0,AOI Promotion,121.0
Blindspotting,R,Comedy,2018,"July 27, 2018 (United States)",7.4,29000.0,Carlos López Estrada,Rafael Casal,Daveed Diggs,United States,,5006989.0,Snoot Entertainment,95.0
The Sisters Brothers,R,Crime,2018,"October 19, 2018 (United States)",7.0,58000.0,Jacques Audiard,Jacques Audiard,John C. Reilly,France,38000000.0,13143056.0,Why Not Productions,122.0
The Nightingale,R,Adventure,2018,"August 29, 2019 (Australia)",7.3,24000.0,Jennifer Kent,Jennifer Kent,Aisling Franciosi,Australia,,988687.0,Causeway Films,136.0
Greta,R,Drama,2018,"March 1, 2019 (United States)",6.0,30000.0,Neil Jordan,Ray Wright,Isabelle Huppert,Ireland,,18653107.0,Sidney Kimmel Entertainment,98.0
I Feel Pretty,PG-13,Comedy,2018,"April 20, 2018 (United States)",5.5,51000.0,Abby Kohn,Abby Kohn,Amy Schumer,China,32000000.0,94539426.0,Huayi Brothers Pictures,110.0
Hotel Artemis,R,Action,2018,"June 8, 2018 (United States)",6.1,49000.0,Drew Pearce,Drew Pearce,Jodie Foster,United Kingdom,15000000.0,13313581.0,The Ink Factory,94.0
Slender Man,PG-13,Horror,2018,"August 10, 2018 (United States)",3.2,30000.0,Sylvain White,David Birke,Joey King,United States,10000000.0,51738549.0,Screen Gems,93.0
Trial by Fire,R,Biography,2018,"May 17, 2019 (United States)",7.0,7200.0,Edward Zwick,Geoffrey Fletcher,Jack O'Connell,United States,,148504.0,Flashlight Films,127.0
American Woman,R,Drama,2018,"June 14, 2019 (United States)",6.8,5800.0,Jake Scott,Brad Ingelsby,Sienna Miller,United Kingdom,,245416.0,Romulus Entertainment,111.0
Book Club,PG-13,Comedy,2018,"May 18, 2018 (United States)",6.1,26000.0,Bill Holderman,Bill Holderman,Diane Keaton,United States,10000000.0,104438188.0,Apartment Story,104.0
Slaughterhouse Rulez,R,Action,2018,"May 17, 2019 (United States)",5.3,13000.0,Crispian Mills,Crispian Mills,Jassa Ahluwalia,United Kingdom,,730762.0,Catalyst Global Media,104.0
Sorry to Bother You,R,Comedy,2018,"July 13, 2018 (United States)",6.9,69000.0,Boots Riley,Boots Riley,LaKeith Stanfield,United States,3200000.0,18170707.0,Cinereach,112.0
Pacific Rim: Uprising,PG-13,Action,2018,"March 23, 2018 (United States)",5.6,110000.0,Steven S. DeKnight,Steven S. DeKnight,John Boyega,United Kingdom,150000000.0,290930148.0,Legendary Entertainment,111.0
Holmes & Watson,PG-13,Comedy,2018,"December 25, 2018 (United States)",3.8,33000.0,Etan Cohen,Etan Cohen,Will Ferrell,United States,42000000.0,40466970.0,Columbia Pictures,90.0
The Darkest Minds,PG-13,Action,2018,"August 3, 2018 (United States)",5.7,30000.0,Jennifer Yuh Nelson,Chad Hodge,Amandla Stenberg,United States,34000000.0,41142379.0,21 Laps Entertainment,104.0
Cold War,R,Drama,2018,"June 8, 2018 (Poland)",7.6,52000.0,Pawel Pawlikowski,Pawel Pawlikowski,Joanna Kulig,Poland,,20343051.0,Opus Film,89.0
Truth or Dare,PG-13,Horror,2018,"April 13, 2018 (United States)",5.2,50000.0,Jeff Wadlow,Michael Reisz,Lucy Hale,United States,3500000.0,95330710.0,Blumhouse Productions,100.0
Alpha,PG-13,Action,2018,"August 17, 2018 (United States)",6.7,58000.0,Albert Hughes,Daniele Sebastian Wiedenhaupt,Kodi Smit-McPhee,United States,51000000.0,98203196.0,Studio 8,96.0
At Eternity's Gate,PG-13,Biography,2018,"February 15, 2019 (France)",6.9,31000.0,Julian Schnabel,Jean-Claude Carrière,Willem Dafoe,Ireland,,11473638.0,CBS Films,111.0
Overboard,PG-13,Comedy,2018,"May 4, 2018 (United States)",6.0,36000.0,Rob Greenberg,Bob Fisher,Eugenio Derbez,United States,12000000.0,91244913.0,Metro-Goldwyn-Mayer (MGM),112.0
Summer of 84,Not Rated,Drama,2018,"August 10, 2018 (United States)",6.7,36000.0,François Simard,Matt Leslie,Graham Verchere,Canada,,42027.0,Brightlight Pictures,105.0
Arctic,PG-13,Adventure,2018,"January 31, 2019 (Denmark)",6.8,46000.0,Joe Penna,Joe Penna,Mads Mikkelsen,Iceland,2000000.0,4165776.0,Armory Films,98.0
A Wrinkle in Time,PG,Adventure,2018,"March 9, 2018 (United States)",4.2,42000.0,Ava DuVernay,Jennifer Lee,Storm Reid,United States,100000000.0,132675864.0,Legend3D,109.0
London Fields,R,Crime,2018,"October 26, 2018 (United States)",4.0,7800.0,Mathew Cullen,Roberta Hanley,Amber Heard,United Kingdom,8000000.0,487420.0,Muse Productions,118.0
Andhadhun,Not Rated,Crime,2018,"October 5, 2018 (United States)",8.2,79000.0,Sriram Raghavan,Arijit Biswas,Ayushmann Khurrana,India,4500000.0,62475342.0,Matchbox Pictures,139.0
Hotel Mumbai,R,Action,2018,"March 29, 2019 (United States)",7.6,57000.0,Anthony Maras,John Collee,Dev Patel,Australia,,21315827.0,India Take One Productions,123.0
Life of the Party,PG-13,Comedy,2018,"May 11, 2018 (United States)",5.6,35000.0,Ben Falcone,Melissa McCarthy,Melissa McCarthy,United States,30000000.0,65859911.0,New Line Cinema,105.0
American Animals,R,Biography,2018,"August 14, 2018 (United States)",7.0,41000.0,Bart Layton,Bart Layton,Spencer Reinhard,United Kingdom,,4080073.0,Film4,116.0
The House with a Clock in Its Walls,PG,Comedy,2018,"September 21, 2018 (United States)",6.1,48000.0,Eli Roth,John Bellairs,Jack Black,United States,42000000.0,131523093.0,DreamWorks,105.0
Brian Banks,PG-13,Biography,2018,"August 9, 2019 (United States)",7.2,5400.0,Tom Shadyac,Doug Atchison,Aldis Hodge,United States,10000000.0,4376819.0,ShivHans Pictures,99.0
Gotti,R,Biography,2018,"June 14, 2018 (Hungary)",4.7,14000.0,Kevin Connolly,Leo Rossi,John Travolta,Canada,10000000.0,6412349.0,Emmett/Furla/Oasis Films (EFO Films),112.0
Christopher Robin,PG,Adventure,2018,"August 3, 2018 (United States)",7.3,72000.0,Marc Forster,A.A. Milne,Ewan McGregor,United Kingdom,75000000.0,197744377.0,2DUX²,104.0
Destroyer,R,Action,2018,"December 27, 2018 (Israel)",6.2,27000.0,Karyn Kusama,Phil Hay,Nicole Kidman,United States,9000000.0,5580940.0,Annapurna Pictures,121.0
We Have Always Lived in the Castle,Not Rated,Drama,2018,"May 17, 2019 (United States)",5.6,6100.0,Stacie Passon,Mark Kruger,Taissa Farmiga,United States,,62567.0,Mighty Engine,90.0
The Miseducation of Cameron Post,Not Rated,Drama,2018,"September 7, 2018 (United Kingdom)",6.6,20000.0,Desiree Akhavan,Desiree Akhavan,Chloë Grace Moretz,United States,,1474577.0,Beachside Films,91.0
Insidious: The Last Key,PG-13,Horror,2018,"January 5, 2018 (United States)",5.7,55000.0,Adam Robitel,Leigh Whannell,Lin Shaye,United States,10000000.0,167885588.0,Blumhouse Productions,103.0
Mary Magdalene,R,Biography,2018,"March 16, 2018 (United Kingdom)",5.9,9300.0,Garth Davis,Helen Edmundson,Rooney Mara,United Kingdom,,11710110.0,See-Saw Films,120.0
"Don't Worry, He Won't Get Far on Foot",R,Biography,2018,"April 4, 2018 (France)",6.9,24000.0,Gus Van Sant,John Callahan,Joaquin Phoenix,France,,4241656.0,Amazon Studios,114.0
Can You Ever Forgive Me?,R,Biography,2018,"November 2, 2018 (South Africa)",7.1,49000.0,Marielle Heller,Nicole Holofcener,Melissa McCarthy,United States,10000000.0,12442161.0,Archer Gray,106.0
Unsane,R,Drama,2018,"March 23, 2018 (United States)",6.4,42000.0,Steven Soderbergh,Jonathan Bernstein,Claire Foy,United States,1500000.0,14293601.0,Fingerprint Releasing,98.0
Boy Erased,R,Biography,2018,"November 8, 2018 (Australia)",6.9,35000.0,Joel Edgerton,Garrard Conley,Lucas Hedges,Australia,11000000.0,11853081.0,Focus Features,115.0
Johnny English Strikes Again,PG,Action,2018,"October 26, 2018 (United States)",6.2,67000.0,David Kerr,William Davies,Rowan Atkinson,United Kingdom,25000000.0,158972499.0,Universal Pictures,89.0
Skyscraper,PG-13,Action,2018,"July 13, 2018 (United States)",5.8,111000.0,Rawson Marshall Thurber,Rawson Marshall Thurber,Dwayne Johnson,United States,125000000.0,304868961.0,Legendary Entertainment,102.0
Wildlife,PG-13,Drama,2018,"January 1, 2019 (United States)",6.8,26000.0,Paul Dano,Paul Dano,Ed Oxenbould,United States,,3321367.0,June Pictures,105.0
The Old Man & the Gun,PG-13,Biography,2018,"October 19, 2018 (United States)",6.7,42000.0,David Lowery,David Lowery,Robert Redford,United States,,17860397.0,Fox Searchlight Pictures,93.0
Forever My Girl,PG,Comedy,2018,"January 19, 2018 (United States)",6.7,16000.0,Bethany Ashton Wolf,Bethany Ashton Wolf,Alex Roe,United States,3500000.0,16376066.0,LD Entertainment,108.0
On the Basis of Sex,PG-13,Biography,2018,"January 11, 2019 (United States)",7.1,31000.0,Mimi Leder,Daniel Stiepleman,Felicity Jones,United States,20000000.0,38755900.0,Alibaba Pictures,120.0
I Want to Eat Your Pancreas,Not Rated,Animation,2018,"September 1, 2018 (Japan)",8.0,11000.0,Shin'ichirô Ushijima,Yoru Sumino,Mahiro Takasugi,Japan,,33748006.0,ABC Animation,109.0
The Man Who Killed Don Quixote,Not Rated,Adventure,2018,"May 19, 2018 (France)",6.4,17000.0,Terry Gilliam,Terry Gilliam,José Luis Ferrer,Spain,,2390383.0,Alacran Pictures,132.0
The Catcher Was a Spy,R,Biography,2018,"June 22, 2018 (United States)",6.2,8500.0,Ben Lewin,Robert Rodat,Paul Rudd,United States,14000000.0,953953.0,PalmStar Media,94.0
Welcome to Marwen,PG-13,Biography,2018,"December 21, 2018 (United States)",6.2,21000.0,Robert Zemeckis,Robert Zemeckis,Steve Carell,Japan,39000000.0,13061491.0,Universal Pictures,116.0
Bad Samaritan,R,Crime,2018,"May 4, 2018 (United States)",6.5,21000.0,Dean Devlin,Brandon Boyce,David Tennant,United States,,4623836.0,Electric Entertainment,110.0
Border,R,Crime,2018,"October 26, 2018 (United States)",7.0,26000.0,Ali Abbasi,John Ajvide Lindqvist,Eva Melander,Sweden,,2177678.0,Meta Film Stockholm,110.0
Gringo,R,Action,2018,"March 9, 2018 (United States)",6.1,28000.0,Nash Edgerton,Anthony Tambakis,Joel Edgerton,Australia,,11001627.0,Amazon Studios,111.0
Assassination Nation,R,Action,2018,"September 21, 2018 (United States)",6.0,17000.0,Sam Levinson,Sam Levinson,Odessa Young,United States,7000000.0,2584988.0,BRON Studios,108.0
Unfriended: Dark Web,R,Horror,2018,"July 20, 2018 (United States)",6.0,29000.0,Stephen Susco,Stephen Susco,Colin Woodell,United States,1000000.0,16024987.0,Bazelevs Production,92.0
The Nutcracker and the Four Realms,PG,Adventure,2018,"November 2, 2018 (United States)",5.6,30000.0,Lasse Hallström,Ashleigh Powell,Mackenzie Foy,United States,120000000.0,173961069.0,Walt Disney Pictures,99.0
Little Italy,R,Comedy,2018,"September 21, 2018 (United States)",5.7,13000.0,Donald Petrie,Steve Galluccio,Emma Roberts,Canada,,1362536.0,Firsttake Entertainment,102.0
The Happytime Murders,R,Action,2018,"August 24, 2018 (United States)",5.4,26000.0,Brian Henson,Todd Berger,Melissa McCarthy,United States,40000000.0,27506452.0,STX Entertainment,91.0
Tully,R,Comedy,2018,"May 4, 2018 (United States)",7.0,55000.0,Jason Reitman,Diablo Cody,Charlize Theron,United States,13000000.0,15636462.0,BRON Studios,95.0
Night School,PG-13,Comedy,2018,"September 28, 2018 (United States)",5.6,38000.0,Malcolm D. Lee,Kevin Hart,Kevin Hart,United States,29000000.0,103105878.0,Hartbeat Productions,111.0
Lords of Chaos,R,Biography,2018,"February 8, 2019 (United States)",6.6,13000.0,Jonas Åkerlund,Dennis Magnusson,Rory Culkin,United Kingdom,,365353.0,Proton Cinema,118.0
Smallfoot,PG,Animation,2018,"September 28, 2018 (United States)",6.6,36000.0,Karey Kirkpatrick,Karey Kirkpatrick,Channing Tatum,United States,80000000.0,214040103.0,Warner Animation Group,96.0
Hell Fest,R,Horror,2018,"September 28, 2018 (United States)",5.5,15000.0,Gregory Plotkin,Seth M. Sherwood,Cynthea Mercado,United States,5500000.0,18160930.0,CBS Films,89.0
A Private War,R,Biography,2018,"November 16, 2018 (United States)",6.7,18000.0,Matthew Heineman,Arash Amel,Rosamund Pike,United Kingdom,,3915207.0,Acacia Filmed Entertainment,110.0
Second Act,PG-13,Comedy,2018,"December 21, 2018 (United States)",5.8,24000.0,Peter Segal,Justin Zackham,Jennifer Lopez,United States,16000000.0,72294066.0,Huayi Brothers,103.0
Uncle Drew,PG-13,Comedy,2018,"June 29, 2018 (United States)",5.8,13000.0,Charles Stone III,Jay Longino,Kyrie Irving,United States,19000000.0,46664414.0,Summit Entertainment,103.0
Wild Rose,R,Comedy,2018,"June 21, 2019 (United States)",7.2,12000.0,Tom Harper,Nicole Taylor,Jessie Buckley,United Kingdom,,7123449.0,BFI Film Fund,101.0
The Possession of Hannah Grace,R,Horror,2018,"November 30, 2018 (United States)",5.2,20000.0,Diederik Van Rooijen,Brian Sieve,Shay Mitchell,United States,7700000.0,43016528.0,Screen Gems,86.0
If Beale Street Could Talk,R,Drama,2018,"December 25, 2018 (United States)",7.1,45000.0,Barry Jenkins,Barry Jenkins,KiKi Layne,United States,12000000.0,20596567.0,Annapurna Pictures,119.0
Out of Blue,Unrated,Crime,2018,"March 22, 2019 (United States)",4.8,1700.0,Carol Morley,Martin Amis,Mamie Gummer,United Kingdom,,242847.0,Cannon and Morley Productions,109.0
The Grinch,PG,Animation,2018,"November 9, 2018 (United States)",6.3,58000.0,Yarrow Cheney,Michael LeSieur,Benedict Cumberbatch,France,75000000.0,512492755.0,Universal Pictures,85.0
Colette,R,Biography,2018,"December 20, 2018 (Netherlands)",6.7,21000.0,Wash Westmoreland,Richard Glatzer,Keira Knightley,United Kingdom,,14273033.0,Number 9 Films,111.0
Winchester,PG-13,Biography,2018,"February 2, 2018 (United States)",5.5,32000.0,Michael Spierig,Tom Vaughan,Helen Mirren,Australia,3500000.0,44019588.0,CBS Films,99.0
The 15:17 to Paris,PG-13,Biography,2018,"February 9, 2018 (United States)",5.3,30000.0,Clint Eastwood,Dorothy Blyskal,Alek Skarlatos,United States,30000000.0,57076286.0,Warner Bros.,94.0
Action Point,R,Comedy,2018,"June 1, 2018 (United States)",5.1,11000.0,Tim Kirkby,John Altschuler,Johnny Knoxville,United States,19000000.0,5103663.0,Paramount Pictures,85.0
"Juliet, Naked",R,Comedy,2018,"August 17, 2018 (United States)",6.6,21000.0,Jesse Peretz,Evgenia Peretz,Chris O'Dowd,United States,,4511157.0,Los Angeles Media Fund (LAMF),97.0
The Guilty,R,Crime,2018,"October 19, 2018 (United States)",7.5,48000.0,Gustav Möller,Gustav Möller,Jakob Cedergren,Denmark,,4598051.0,Nordisk Film / SPRING,85.0
Never Look Away,R,Biography,2018,"October 3, 2018 (Germany)",7.7,18000.0,Florian Henckel von Donnersmarck,Florian Henckel von Donnersmarck,Tom Schilling,Germany,,6193234.0,Pergamon Film,189.0
Vox Lux,R,Drama,2018,"December 20, 2018 (Kuwait)",5.8,17000.0,Brady Corbet,Brady Corbet,Natalie Portman,United States,,1399272.0,Bold Films,114.0
The Wind,R,Horror,2018,"April 5, 2019 (United States)",5.6,6800.0,Emma Tammi,Teresa Sutherland,Caitlin Gerard,United States,,130974.0,Soapbox Films,88.0
Super Troopers 2,R,Comedy,2018,"April 20, 2018 (United States)",6.1,25000.0,Jay Chandrasekhar,Jay Chandrasekhar,Jay Chandrasekhar,United States,13500000.0,31626386.0,Votiv Films,99.0
Summer '03,Not Rated,Comedy,2018,"December 20, 2018 (Russia)",5.5,2900.0,Becca Gleason,Becca Gleason,Joey King,United States,,11746.0,Big Cat Productions,95.0
An Acceptable Loss,R,Drama,2018,"January 18, 2019 (United States)",5.4,1200.0,Joe Chappelle,Joe Chappelle,Tika Sumpter,United States,,32427.0,CorradoMooncoin,102.0
The Death & Life of John F. Donovan,R,Drama,2018,"December 13, 2019 (United States)",6.2,5900.0,Xavier Dolan,Xavier Dolan,Kit Harington,Canada,35000000.0,3326364.0,Lyla Films,123.0
Duck Butter,Not Rated,Comedy,2018,"April 27, 2018 (United States)",5.3,3500.0,Miguel Arteta,Miguel Arteta,Alia Shawkat,United States,,6877.0,Duplass Brothers Productions,93.0
The Little Mermaid,PG,Adventure,2018,"August 17, 2018 (United States)",4.3,8500.0,Blake Harris,Blake Harris,William Moseley,United States,,2614006.0,Conglomerate Media,85.0
Padmaavat,Not Rated,Drama,2018,"January 25, 2018 (India)",7.0,29000.0,Sanjay Leela Bhansali,Prakash Kapadia,Deepika Padukone,India,,60508780.0,Bhansali Productions,164.0
Stan & Ollie,PG,Biography,2018,"January 11, 2019 (United Kingdom)",7.2,34000.0,Jon S. Baird,Jeff Pope,Steve Coogan,United Kingdom,10000000.0,24420923.0,Entertainment One,98.0
SuperFly,R,Action,2018,"June 13, 2018 (United States)",5.2,6500.0,Director X.,Alex Tse,Trevor Jackson,United States,16000000.0,20780685.0,Columbia Pictures,116.0
Early Man,PG,Animation,2018,"February 16, 2018 (United States)",6.1,21000.0,Nick Park,Mark Burton,Eddie Redmayne,France,50000000.0,54622814.0,Summit Entertainment,89.0
I Can Only Imagine,PG,Biography,2018,"March 16, 2018 (United States)",7.3,15000.0,Andrew Erwin,Bart Millard,J. Michael Finley,United States,7000000.0,86086881.0,Kevin Downes Productions,110.0
The Hummingbird Project,R,Drama,2018,"March 22, 2019 (Canada)",6.2,13000.0,Kim Nguyen,Kim Nguyen,Jesse Eisenberg,Canada,,878199.0,Item 7,111.0
Dragon Ball Super: Broly,PG,Animation,2018,"January 16, 2019 (United States)",7.8,24000.0,Tatsuya Nagamine,Akira Toriyama,Masako Nozawa,Japan,8500000.0,115757940.0,Toei Company,100.0
Gloria Bell,R,Comedy,2018,"March 22, 2019 (United States)",6.3,10000.0,Sebastián Lelio,Alice Johnson Boher,Julianne Moore,Chile,,11145006.0,Fabula,102.0
Kin,PG-13,Action,2018,"August 31, 2018 (United States)",5.8,16000.0,Jonathan Baker,Jonathan Baker,Myles Truitt,United States,30000000.0,10313019.0,Summit Entertainment,102.0
Aniara,R,Drama,2018,"May 17, 2019 (United States)",6.3,7400.0,Pella Kagerman,Pella Kagerman,Emelie Garbers,Sweden,,40124.0,Film Capital Stockholm,106.0
Becoming Astrid,,Biography,2018,"September 14, 2018 (Sweden)",7.1,5300.0,Pernille Fischer Christensen,Kim Fupz Aakeson,Alba August,Sweden,,962653.0,Nordisk Film Production Sverige AB,123.0
Goosebumps 2: Haunted Halloween,PG,Animation,2018,"October 12, 2018 (United States)",5.6,19000.0,Ari Sandel,Rob Lieber,Wendi McLendon-Covey,United States,35000000.0,93320380.0,Sony Pictures Animation,90.0
The Quake,PG-13,Action,2018,"December 14, 2018 (United States)",6.2,11000.0,John Andreas Andersen,John Kåre Raake,Kristoffer Joner,Norway,,13837294.0,Fantefilm,106.0
Nobody's Fool,R,Comedy,2018,"November 2, 2018 (United States)",4.9,7000.0,Tyler Perry,Tyler Perry,Tiffany Haddish,United States,19000000.0,33705333.0,BET Films,110.0
7 Days in Entebbe,PG-13,Action,2018,"March 16, 2018 (United States)",5.8,15000.0,José Padilha,Gregory Burke,Batsheva Dance Company,United Kingdom,,8771432.0,Participant,107.0
My Hero Academia: Two Heroes,PG-13,Animation,2018,"September 25, 2018 (United States)",7.5,8000.0,Kenji Nagasaki,Kôhei Horikoshi,Daiki Yamashita,Japan,,21022724.0,Bones,96.0
An Interview with God,Unrated,Drama,2018,"August 21, 2018 (United States)",5.8,3400.0,Perry Lang,Ken Aguado,David Strathairn,United States,,2251795.0,Astute Films,97.0
Midsommar,R,Drama,2019,"July 3, 2019 (United States)",7.1,232000.0,Ari Aster,Ari Aster,Florence Pugh,United States,9000000.0,47967636.0,A24,148.0
Once Upon a Time... In Hollywood,R,Comedy,2019,"July 26, 2019 (United States)",7.6,603000.0,Quentin Tarantino,Quentin Tarantino,Leonardo DiCaprio,United States,90000000.0,374565754.0,Columbia Pictures,161.0
Avengers: Endgame,PG-13,Action,2019,"April 26, 2019 (United States)",8.4,903000.0,Anthony Russo,Christopher Markus,Robert Downey Jr.,United States,356000000.0,2797501328.0,Marvel Studios,181.0
Fighting with My Family,PG-13,Biography,2019,"February 22, 2019 (United States)",7.1,71000.0,Stephen Merchant,Stephen Merchant,Dwayne Johnson,United Kingdom,11000000.0,40811919.0,Metro-Goldwyn-Mayer (MGM),108.0
Little Women,PG,Drama,2019,"December 25, 2019 (United States)",7.8,159000.0,Greta Gerwig,Greta Gerwig,Saoirse Ronan,United States,40000000.0,216601214.0,Columbia Pictures,135.0
Escape Room,PG-13,Action,2019,"January 4, 2019 (United States)",6.4,97000.0,Adam Robitel,Bragi F. Schut,Taylor Russell,United States,9000000.0,155712077.0,Columbia Pictures,99.0
The Dead Don't Die,R,Comedy,2019,"June 14, 2019 (United States)",5.5,65000.0,Jim Jarmusch,Jim Jarmusch,Bill Murray,United States,,15325468.0,Focus Features,104.0
Joker,R,Crime,2019,"October 4, 2019 (United States)",8.4,1000000.0,Todd Phillips,Todd Phillips,Joaquin Phoenix,United States,55000000.0,1074427370.0,Warner Bros.,122.0
Yesterday,PG-13,Comedy,2019,"June 28, 2019 (United States)",6.8,131000.0,Danny Boyle,Richard Curtis,Himesh Patel,United Kingdom,26000000.0,153193369.0,Decibel Films,116.0
Parasite,R,Comedy,2019,"November 8, 2019 (United States)",8.6,631000.0,Bong Joon Ho,Bong Joon Ho,Kang-ho Song,South Korea,11400000.0,258908054.0,Barunson E&A,132.0
John Wick: Chapter 3 - Parabellum,R,Action,2019,"May 17, 2019 (United States)",7.4,296000.0,Chad Stahelski,Derek Kolstad,Keanu Reeves,United States,75000000.0,327281779.0,Lionsgate,130.0
Knives Out,PG-13,Comedy,2019,"November 27, 2019 (United States)",7.9,505000.0,Rian Johnson,Rian Johnson,Daniel Craig,United States,40000000.0,311539397.0,Lionsgate,130.0
Fast & Furious Presents: Hobbs & Shaw,PG-13,Action,2019,"August 2, 2019 (United States)",6.4,184000.0,David Leitch,Chris Morgan,Dwayne Johnson,United States,200000000.0,759056935.0,Chris Morgan Productions,137.0
Captain Marvel,PG-13,Action,2019,"March 8, 2019 (United States)",6.8,478000.0,Anna Boden,Anna Boden,Brie Larson,United States,160000000.0,1128462972.0,Walt Disney Pictures,123.0
After,PG-13,Drama,2019,"April 12, 2019 (United States)",5.3,44000.0,Jenny Gage,Susan McMartin,Josephine Langford,United States,14000000.0,69756455.0,CalMaple,105.0
